Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga (Rp)
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp28,355"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp24,813"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp53,790"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp52,478"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp55,716"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp58,368"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp49,917"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp48,162"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp52,741"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp49,141"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp49,921"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp50,833"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp52,675"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp41,000"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp49,858"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp46,827"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp64,989"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,"Rp56,962"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Juli,
11,Aceh,Ayam Ras Pedaging,2024,Juli,
12,Sumatera Utara,Ayam Ras Pedaging,2024,Juli,"Rp22,032"
13,Sumatera Barat,Ayam Ras Pedaging,2024,Juli,"Rp23,183"
14,Riau,Ayam Ras Pedaging,2024,Juli,"Rp21,006"
15,Jambi,Ayam Ras Pedaging,2024,Juli,"Rp28,833"
16,Sumatera Selatan,Ayam Ras Pedaging,2024,Juli,"Rp18,833"
17,Bengkulu,Ayam Ras Pedaging,2024,Juli,
18,Lampung,Ayam Ras Pedaging,2024,Juli,"Rp23,823"
32,Jawa Barat,Ayam Ras Pedaging,2024,Juli,"Rp22,099"
33,Jawa Tengah,Ayam Ras Pedaging,2024,Juli,"Rp19,761"
34,D.I Yogyakarta,Ayam Ras Pedaging,2024,Juli,
35,Jawa Timur,Ayam Ras Pedaging,2024,Juli,"Rp21,645"
36,Banten,Ayam Ras Pedaging,2024,Juli,"Rp22,429"
51,Bali,Ayam Ras Pedaging,2024,Juli,"Rp22,989"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2024,Juli,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2024,Juli,
61,Kalimantan Barat,Ayam Ras Pedaging,2024,Juli,
62,Kalimantan Tengah,Ayam Ras Pedaging,2024,Juli,
63,Kalimantan Selatan,Ayam Ras Pedaging,2024,Juli,"Rp24,520"
71,Sulawesi Utara,Ayam Ras Pedaging,2024,Juli,
72,Sulawesi Tengah,Ayam Ras Pedaging,2024,Juli,
73,Sulawesi Selatan,Ayam Ras Pedaging,2024,Juli,"Rp20,595"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2024,Juli,
75,Gorontalo,Ayam Ras Pedaging,2024,Juli,
76,Sulawesi Barat,Ayam Ras Pedaging,2024,Juli,
11,Aceh,Telur Ayam Ras,2024,Juli,
12,Sumatera Utara,Telur Ayam Ras,2024,Juli,"Rp23,766"
13,Sumatera Barat,Telur Ayam Ras,2024,Juli,"Rp25,322"
14,Riau,Telur Ayam Ras,2024,Juli,"Rp22,811"
15,Jambi,Telur Ayam Ras,2024,Juli,"Rp25,019"
16,Sumatera Selatan,Telur Ayam Ras,2024,Juli,"Rp23,569"
17,Bengkulu,Telur Ayam Ras,2024,Juli,
18,Lampung,Telur Ayam Ras,2024,Juli,"Rp26,187"
32,Jawa Barat,Telur Ayam Ras,2024,Juli,"Rp25,267"
33,Jawa Tengah,Telur Ayam Ras,2024,Juli,"Rp24,321"
34,D.I Yogyakarta,Telur Ayam Ras,2024,Juli,"Rp24,485"
35,Jawa Timur,Telur Ayam Ras,2024,Juli,"Rp24,288"
36,Banten,Telur Ayam Ras,2024,Juli,"Rp24,033"
51,Bali,Telur Ayam Ras,2024,Juli,"Rp23,546"
52,Nusa Tenggara Barat,Telur Ayam Ras,2024,Juli,
53,Nusa Tenggara Timur,Telur Ayam Ras,2024,Juli,
61,Kalimantan Barat,Telur Ayam Ras,2024,Juli,"Rp28,282"
62,Kalimantan Tengah,Telur Ayam Ras,2024,Juli,
63,Kalimantan Selatan,Telur Ayam Ras,2024,Juli,"Rp27,848"
71,Sulawesi Utara,Telur Ayam Ras,2024,Juli,"Rp28,983"
72,Sulawesi Tengah,Telur Ayam Ras,2024,Juli,
73,Sulawesi Selatan,Telur Ayam Ras,2024,Juli,"Rp23,065"
74,Sulawesi Tenggara,Telur Ayam Ras,2024,Juli,
75,Gorontalo,Telur Ayam Ras,2024,Juli,
76,Sulawesi Barat,Telur Ayam Ras,2024,Juli,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp45,000"
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp25,581"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp35,000"
14,Riau,Cabai Rawit Merah Tingkat Petani,2024,Agustus,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2024,Agustus,
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2024,Agustus,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2024,Agustus,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2024,Agustus,
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp44,751"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp44,129"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp42,198"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp43,655"
36,Banten,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp45,698"
51,Bali,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp47,180"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp39,967"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp41,200"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp75,001"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2024,Agustus,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp50,912"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp48,168"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp50,327"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp33,209"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2024,Agustus,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp40,767"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2024,Agustus,"Rp33,871"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp54,124"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp52,075"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp55,685"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp58,298"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp50,536"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp48,282"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp52,515"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp48,920"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp49,661"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp50,506"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp52,336"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp41,000"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp49,921"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp46,870"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp63,259"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,"Rp56,866"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Agustus,
11,Aceh,Ayam Ras Pedaging,2024,Agustus,
12,Sumatera Utara,Ayam Ras Pedaging,2024,Agustus,"Rp21,488"
13,Sumatera Barat,Ayam Ras Pedaging,2024,Agustus,"Rp23,572"
14,Riau,Ayam Ras Pedaging,2024,Agustus,"Rp20,405"
15,Jambi,Ayam Ras Pedaging,2024,Agustus,"Rp28,500"
16,Sumatera Selatan,Ayam Ras Pedaging,2024,Agustus,"Rp18,253"
17,Bengkulu,Ayam Ras Pedaging,2024,Agustus,
18,Lampung,Ayam Ras Pedaging,2024,Agustus,"Rp23,611"
32,Jawa Barat,Ayam Ras Pedaging,2024,Agustus,"Rp21,069"
33,Jawa Tengah,Ayam Ras Pedaging,2024,Agustus,"Rp19,099"
34,D.I Yogyakarta,Ayam Ras Pedaging,2024,Agustus,
35,Jawa Timur,Ayam Ras Pedaging,2024,Agustus,"Rp20,640"
36,Banten,Ayam Ras Pedaging,2024,Agustus,"Rp20,983"
51,Bali,Ayam Ras Pedaging,2024,Agustus,"Rp21,964"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2024,Agustus,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2024,Agustus,
61,Kalimantan Barat,Ayam Ras Pedaging,2024,Agustus,
62,Kalimantan Tengah,Ayam Ras Pedaging,2024,Agustus,
63,Kalimantan Selatan,Ayam Ras Pedaging,2024,Agustus,"Rp23,015"
71,Sulawesi Utara,Ayam Ras Pedaging,2024,Agustus,
72,Sulawesi Tengah,Ayam Ras Pedaging,2024,Agustus,
73,Sulawesi Selatan,Ayam Ras Pedaging,2024,Agustus,"Rp19,814"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2024,Agustus,
75,Gorontalo,Ayam Ras Pedaging,2024,Agustus,
76,Sulawesi Barat,Ayam Ras Pedaging,2024,Agustus,
11,Aceh,Telur Ayam Ras,2024,Agustus,
12,Sumatera Utara,Telur Ayam Ras,2024,Agustus,"Rp23,350"
13,Sumatera Barat,Telur Ayam Ras,2024,Agustus,"Rp24,934"
14,Riau,Telur Ayam Ras,2024,Agustus,"Rp22,594"
15,Jambi,Telur Ayam Ras,2024,Agustus,"Rp24,590"
16,Sumatera Selatan,Telur Ayam Ras,2024,Agustus,"Rp22,371"
17,Bengkulu,Telur Ayam Ras,2024,Agustus,
18,Lampung,Telur Ayam Ras,2024,Agustus,"Rp25,233"
32,Jawa Barat,Telur Ayam Ras,2024,Agustus,"Rp24,482"
33,Jawa Tengah,Telur Ayam Ras,2024,Agustus,"Rp23,274"
34,D.I Yogyakarta,Telur Ayam Ras,2024,Agustus,"Rp23,497"
35,Jawa Timur,Telur Ayam Ras,2024,Agustus,"Rp23,224"
36,Banten,Telur Ayam Ras,2024,Agustus,"Rp22,234"
51,Bali,Telur Ayam Ras,2024,Agustus,"Rp23,292"
52,Nusa Tenggara Barat,Telur Ayam Ras,2024,Agustus,
53,Nusa Tenggara Timur,Telur Ayam Ras,2024,Agustus,
61,Kalimantan Barat,Telur Ayam Ras,2024,Agustus,"Rp26,533"
62,Kalimantan Tengah,Telur Ayam Ras,2024,Agustus,
63,Kalimantan Selatan,Telur Ayam Ras,2024,Agustus,"Rp27,101"
71,Sulawesi Utara,Telur Ayam Ras,2024,Agustus,"Rp28,795"
72,Sulawesi Tengah,Telur Ayam Ras,2024,Agustus,
73,Sulawesi Selatan,Telur Ayam Ras,2024,Agustus,"Rp22,481"
74,Sulawesi Tenggara,Telur Ayam Ras,2024,Agustus,
75,Gorontalo,Telur Ayam Ras,2024,Agustus,
76,Sulawesi Barat,Telur Ayam Ras,2024,Agustus,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2024,September,
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp30,300"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp29,000"
14,Riau,Cabai Rawit Merah Tingkat Petani,2024,September,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2024,September,
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2024,September,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2024,September,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2024,September,
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp24,980"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp27,494"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp26,948"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp23,777"
36,Banten,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp24,948"
51,Bali,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp27,914"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp24,308"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp36,000"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp64,167"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2024,September,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp40,446"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp53,536"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp44,661"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp25,984"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2024,September,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp20,000"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2024,September,"Rp39,071"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp54,254"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp51,638"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp55,709"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2024,September,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp58,434"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp50,534"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2024,September,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp48,802"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp52,232"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp48,617"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp49,416"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp50,867"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp51,645"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp41,000"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp49,751"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp46,096"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,September,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,September,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp62,692"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,September,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,September,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,September,"Rp56,837"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2024,September,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2024,September,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,September,
11,Aceh,Ayam Ras Pedaging,2024,September,
12,Sumatera Utara,Ayam Ras Pedaging,2024,September,"Rp21,002"
13,Sumatera Barat,Ayam Ras Pedaging,2024,September,"Rp23,739"
14,Riau,Ayam Ras Pedaging,2024,September,"Rp20,557"
15,Jambi,Ayam Ras Pedaging,2024,September,"Rp28,714"
16,Sumatera Selatan,Ayam Ras Pedaging,2024,September,"Rp17,617"
17,Bengkulu,Ayam Ras Pedaging,2024,September,
18,Lampung,Ayam Ras Pedaging,2024,September,"Rp23,251"
32,Jawa Barat,Ayam Ras Pedaging,2024,September,"Rp20,601"
33,Jawa Tengah,Ayam Ras Pedaging,2024,September,"Rp18,916"
34,D.I Yogyakarta,Ayam Ras Pedaging,2024,September,
35,Jawa Timur,Ayam Ras Pedaging,2024,September,"Rp20,946"
36,Banten,Ayam Ras Pedaging,2024,September,"Rp19,193"
51,Bali,Ayam Ras Pedaging,2024,September,"Rp21,846"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2024,September,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2024,September,
61,Kalimantan Barat,Ayam Ras Pedaging,2024,September,
62,Kalimantan Tengah,Ayam Ras Pedaging,2024,September,
63,Kalimantan Selatan,Ayam Ras Pedaging,2024,September,"Rp23,706"
71,Sulawesi Utara,Ayam Ras Pedaging,2024,September,
72,Sulawesi Tengah,Ayam Ras Pedaging,2024,September,
73,Sulawesi Selatan,Ayam Ras Pedaging,2024,September,"Rp20,414"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2024,September,
75,Gorontalo,Ayam Ras Pedaging,2024,September,
76,Sulawesi Barat,Ayam Ras Pedaging,2024,September,
11,Aceh,Telur Ayam Ras,2024,September,
12,Sumatera Utara,Telur Ayam Ras,2024,September,"Rp23,621"
13,Sumatera Barat,Telur Ayam Ras,2024,September,"Rp24,716"
14,Riau,Telur Ayam Ras,2024,September,"Rp22,396"
15,Jambi,Telur Ayam Ras,2024,September,"Rp23,783"
16,Sumatera Selatan,Telur Ayam Ras,2024,September,"Rp22,007"
17,Bengkulu,Telur Ayam Ras,2024,September,
18,Lampung,Telur Ayam Ras,2024,September,"Rp24,412"
32,Jawa Barat,Telur Ayam Ras,2024,September,"Rp23,687"
33,Jawa Tengah,Telur Ayam Ras,2024,September,"Rp22,618"
34,D.I Yogyakarta,Telur Ayam Ras,2024,September,"Rp23,136"
35,Jawa Timur,Telur Ayam Ras,2024,September,"Rp23,051"
36,Banten,Telur Ayam Ras,2024,September,"Rp22,209"
51,Bali,Telur Ayam Ras,2024,September,"Rp22,883"
52,Nusa Tenggara Barat,Telur Ayam Ras,2024,September,
53,Nusa Tenggara Timur,Telur Ayam Ras,2024,September,
61,Kalimantan Barat,Telur Ayam Ras,2024,September,"Rp25,250"
62,Kalimantan Tengah,Telur Ayam Ras,2024,September,
63,Kalimantan Selatan,Telur Ayam Ras,2024,September,"Rp25,938"
71,Sulawesi Utara,Telur Ayam Ras,2024,September,"Rp28,872"
72,Sulawesi Tengah,Telur Ayam Ras,2024,September,
73,Sulawesi Selatan,Telur Ayam Ras,2024,September,"Rp23,321"
74,Sulawesi Tenggara,Telur Ayam Ras,2024,September,
75,Gorontalo,Telur Ayam Ras,2024,September,
76,Sulawesi Barat,Telur Ayam Ras,2024,September,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp25,000"
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp24,032"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2024,Oktober,
14,Riau,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp24,000"
15,Jambi,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp18,000"
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2024,Oktober,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp20,000"
18,Lampung,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp26,000"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp27,416"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp31,307"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp31,495"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp26,921"
36,Banten,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp23,567"
51,Bali,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp30,358"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp22,595"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp35,000"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp65,000"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2024,Oktober,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp34,302"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp49,794"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp39,036"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp22,409"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2024,Oktober,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp35,962"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2024,Oktober,"Rp23,065"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp54,270"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp51,739"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp55,747"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp59,097"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp50,716"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp48,975"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp51,816"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp48,735"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp48,529"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp50,880"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp51,100"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp41,000"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp49,799"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp45,918"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp61,122"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,"Rp56,794"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,
11,Aceh,Ayam Ras Pedaging,2024,Oktober,
12,Sumatera Utara,Ayam Ras Pedaging,2024,Oktober,"Rp21,147"
13,Sumatera Barat,Ayam Ras Pedaging,2024,Oktober,"Rp24,511"
14,Riau,Ayam Ras Pedaging,2024,Oktober,"Rp21,439"
15,Jambi,Ayam Ras Pedaging,2024,Oktober,"Rp29,115"
16,Sumatera Selatan,Ayam Ras Pedaging,2024,Oktober,"Rp19,918"
17,Bengkulu,Ayam Ras Pedaging,2024,Oktober,
18,Lampung,Ayam Ras Pedaging,2024,Oktober,"Rp23,812"
32,Jawa Barat,Ayam Ras Pedaging,2024,Oktober,"Rp21,060"
33,Jawa Tengah,Ayam Ras Pedaging,2024,Oktober,"Rp19,458"
34,D.I Yogyakarta,Ayam Ras Pedaging,2024,Oktober,
35,Jawa Timur,Ayam Ras Pedaging,2024,Oktober,"Rp21,271"
36,Banten,Ayam Ras Pedaging,2024,Oktober,"Rp19,851"
51,Bali,Ayam Ras Pedaging,2024,Oktober,"Rp21,841"
