Kode Provinsi,Nama Provinsi,Tahun,Bulan,Curah Hujan
91,Papua,2024,April,7.21
91,Papua,2024,Mei,8.88
91,Papua,2024,Juni,7.94
91,Papua,2024,Juli,3.41
91,Papua,2024,Agustus,2.82
91,Papua,2024,September,3.25
91,Papua,2024,Oktober,8.98
91,Papua,2024,November,4.74
91,Papua,2024,Desember,8.41
92,Papua Barat,2024,Januari,4.75
92,Papua Barat,2024,Februari,6.55
92,Papua Barat,2024,Maret,10.94
92,Papua Barat,2024,April,10.61
92,Papua Barat,2024,Mei,7.18
92,Papua Barat,2024,Juni,7.76
92,Papua Barat,2024,Juli,8.31
92,Papua Barat,2024,Agustus,5.4
92,Papua Barat,2024,September,4.58
92,Papua Barat,2024,Oktober,3.55
92,Papua Barat,2024,November,3.48
92,Papua Barat,2024,Desember,11.42
93,Papua Selatan,2024,Januari,9.04
93,Papua Selatan,2024,Februari,8.87
93,Papua Selatan,2024,Maret,11.37
93,Papua Selatan,2024,April,14.4
93,Papua Selatan,2024,Mei,9.3
93,Papua Selatan,2024,Juni,2.36
93,Papua Selatan,2024,Juli,1
93,Papua Selatan,2024,Agustus,0.33
93,Papua Selatan,2024,September,1.16
93,Papua Selatan,2024,Oktober,1.94
93,Papua Selatan,2024,November,5.22
93,Papua Selatan,2024,Desember,14.44
94,Papua Tengah,2024,Januari,8.89
94,Papua Tengah,2024,Februari,11.08
94,Papua Tengah,2024,Maret,18.11
94,Papua Tengah,2024,April,12.58
94,Papua Tengah,2024,Mei,12.43
94,Papua Tengah,2024,Juni,10.34
94,Papua Tengah,2024,Juli,7.15
94,Papua Tengah,2024,Agustus,11.49
94,Papua Tengah,2024,September,6.81
94,Papua Tengah,2024,Oktober,7.19
94,Papua Tengah,2024,November,6.4
94,Papua Tengah,2024,Desember,12.92
95,Papua Pegunungan,2024,Januari,2.78
95,Papua Pegunungan,2024,Februari,5.29
95,Papua Pegunungan,2024,Maret,6.68
95,Papua Pegunungan,2024,April,6.51
95,Papua Pegunungan,2024,Mei,5.38
95,Papua Pegunungan,2024,Juni,5.05
95,Papua Pegunungan,2024,Juli,7.3
95,Papua Pegunungan,2024,Agustus,4.84
95,Papua Pegunungan,2024,September,9.71
95,Papua Pegunungan,2024,Oktober,6.55
95,Papua Pegunungan,2024,November,6.5
95,Papua Pegunungan,2024,Desember,6.86
96,Papua Barat Daya,2024,Januari,7.64
96,Papua Barat Daya,2024,Februari,2.33
96,Papua Barat Daya,2024,Maret,5.94
96,Papua Barat Daya,2024,April,10.98
96,Papua Barat Daya,2024,Mei,9.72
96,Papua Barat Daya,2024,Juni,26.2
96,Papua Barat Daya,2024,Juli,7.97
96,Papua Barat Daya,2024,Agustus,23.51
96,Papua Barat Daya,2024,September,7.55
96,Papua Barat Daya,2024,Oktober,10.28
96,Papua Barat Daya,2024,November,6.8
96,Papua Barat Daya,2024,Desember,11.54
11,Aceh,2025,Januari,7.14
11,Aceh,2025,Februari,4
11,Aceh,2025,Maret,15.97
11,Aceh,2025,April,7.59
11,Aceh,2025,Mei,4.16
11,Aceh,2025,Juni,2.97
11,Aceh,2025,Juli,2.37
11,Aceh,2025,Agustus,2.67
11,Aceh,2025,September,2.28
11,Aceh,2025,Oktober,10.45
11,Aceh,2025,November,26.05
11,Aceh,2025,Desember,6.88
12,Sumatera Utara,2025,Januari,6.05
12,Sumatera Utara,2025,Februari,2.26
12,Sumatera Utara,2025,Maret,5.77
12,Sumatera Utara,2025,April,4.45
12,Sumatera Utara,2025,Mei,4.71
12,Sumatera Utara,2025,Juni,3.8
12,Sumatera Utara,2025,Juli,1.56
12,Sumatera Utara,2025,Agustus,7.42
12,Sumatera Utara,2025,September,4.62
12,Sumatera Utara,2025,Oktober,12.68
12,Sumatera Utara,2025,November,14.45
12,Sumatera Utara,2025,Desember,5.67
13,Sumatera Barat,2025,Januari,16.76
13,Sumatera Barat,2025,Februari,9.35
13,Sumatera Barat,2025,Maret,15.97
13,Sumatera Barat,2025,April,10.3
13,Sumatera Barat,2025,Mei,6.38
13,Sumatera Barat,2025,Juni,5.56
13,Sumatera Barat,2025,Juli,7.11
13,Sumatera Barat,2025,Agustus,10.24
13,Sumatera Barat,2025,September,9.02
13,Sumatera Barat,2025,Oktober,6.1
13,Sumatera Barat,2025,November,23.53
13,Sumatera Barat,2025,Desember,15.89
14,Riau,2025,Januari,12.51
14,Riau,2025,Februari,5.32
14,Riau,2025,Maret,10.84
14,Riau,2025,April,9.95
14,Riau,2025,Mei,7.92
14,Riau,2025,Juni,3.85
14,Riau,2025,Juli,5.36
14,Riau,2025,Agustus,9.05
14,Riau,2025,September,11.5
14,Riau,2025,Oktober,11.01
14,Riau,2025,November,19.43
14,Riau,2025,Desember,13.38
15,Jambi,2025,Januari,11.12
15,Jambi,2025,Februari,7.15
15,Jambi,2025,Maret,13.81
15,Jambi,2025,April,9.22
15,Jambi,2025,Mei,6.31
15,Jambi,2025,Juni,5.35
15,Jambi,2025,Juli,5.9
15,Jambi,2025,Agustus,9.34
15,Jambi,2025,September,8.7
15,Jambi,2025,Oktober,8.12
15,Jambi,2025,November,19.93
15,Jambi,2025,Desember,13.13
16,Sumatera Selatan,2025,Januari,9.07
16,Sumatera Selatan,2025,Februari,8.75
16,Sumatera Selatan,2025,Maret,13.2
16,Sumatera Selatan,2025,April,9.33
16,Sumatera Selatan,2025,Mei,6.24
16,Sumatera Selatan,2025,Juni,3.24
16,Sumatera Selatan,2025,Juli,3.24
16,Sumatera Selatan,2025,Agustus,6.35
16,Sumatera Selatan,2025,September,6.11
16,Sumatera Selatan,2025,Oktober,5.82
16,Sumatera Selatan,2025,November,10.06
16,Sumatera Selatan,2025,Desember,13.55
17,Bengkulu,2025,Januari,8.58
17,Bengkulu,2025,Februari,7.59
17,Bengkulu,2025,Maret,11.25
17,Bengkulu,2025,April,7.64
17,Bengkulu,2025,Mei,5.27
17,Bengkulu,2025,Juni,4.61
17,Bengkulu,2025,Juli,5.25
17,Bengkulu,2025,Agustus,15.59
17,Bengkulu,2025,September,14.63
17,Bengkulu,2025,Oktober,11.99
17,Bengkulu,2025,November,16.53
17,Bengkulu,2025,Desember,12.17
18,Lampung,2025,Januari,15.53
18,Lampung,2025,Februari,9.02
18,Lampung,2025,Maret,5.86
18,Lampung,2025,April,4.18
18,Lampung,2025,Mei,4.65
18,Lampung,2025,Juni,6.81
18,Lampung,2025,Juli,1.58
18,Lampung,2025,Agustus,3.12
18,Lampung,2025,September,6.23
18,Lampung,2025,Oktober,7.69
18,Lampung,2025,November,5.51
18,Lampung,2025,Desember,12.56
19,Kepulauan Bangka Belitung,2025,Januari,9.29
19,Kepulauan Bangka Belitung,2025,Februari,8.87
19,Kepulauan Bangka Belitung,2025,Maret,10.98
19,Kepulauan Bangka Belitung,2025,April,10.57
19,Kepulauan Bangka Belitung,2025,Mei,4.87
19,Kepulauan Bangka Belitung,2025,Juni,3.7
19,Kepulauan Bangka Belitung,2025,Juli,4.13
19,Kepulauan Bangka Belitung,2025,Agustus,4.2
19,Kepulauan Bangka Belitung,2025,September,6.13
19,Kepulauan Bangka Belitung,2025,Oktober,5.49
19,Kepulauan Bangka Belitung,2025,November,10.75
19,Kepulauan Bangka Belitung,2025,Desember,12.83
21,Kepulauan Riau,2025,Januari,7.3
21,Kepulauan Riau,2025,Februari,3.1
21,Kepulauan Riau,2025,Maret,2.99
21,Kepulauan Riau,2025,April,2.41
21,Kepulauan Riau,2025,Mei,2.69
21,Kepulauan Riau,2025,Juni,4.02
21,Kepulauan Riau,2025,Juli,2.75
21,Kepulauan Riau,2025,Agustus,5.26
21,Kepulauan Riau,2025,September,5.72
21,Kepulauan Riau,2025,Oktober,5.75
21,Kepulauan Riau,2025,November,8.15
21,Kepulauan Riau,2025,Desember,6.7
31,DKI Jakarta,2025,Januari,17.86
31,DKI Jakarta,2025,Februari,10.44
31,DKI Jakarta,2025,Maret,6.82
31,DKI Jakarta,2025,April,6.85
31,DKI Jakarta,2025,Mei,7.96
31,DKI Jakarta,2025,Juni,6.98
31,DKI Jakarta,2025,Juli,5.32
31,DKI Jakarta,2025,Agustus,5.13
31,DKI Jakarta,2025,September,5.44
31,DKI Jakarta,2025,Oktober,6.84
31,DKI Jakarta,2025,November,7.18
31,DKI Jakarta,2025,Desember,9.41
32,Jawa Barat,2025,Januari,17.03
32,Jawa Barat,2025,Februari,10.11
32,Jawa Barat,2025,Maret,5.98
32,Jawa Barat,2025,April,6.76
32,Jawa Barat,2025,Mei,8.92
32,Jawa Barat,2025,Juni,7.78
32,Jawa Barat,2025,Juli,4.19
32,Jawa Barat,2025,Agustus,6.64
32,Jawa Barat,2025,September,7.03
32,Jawa Barat,2025,Oktober,10.07
32,Jawa Barat,2025,November,8.59
32,Jawa Barat,2025,Desember,6.55
33,Jawa Tengah,2025,Januari,11.27
33,Jawa Tengah,2025,Februari,8.53
33,Jawa Tengah,2025,Maret,5.15
33,Jawa Tengah,2025,April,7.08
33,Jawa Tengah,2025,Mei,12.8
33,Jawa Tengah,2025,Juni,9.6
33,Jawa Tengah,2025,Juli,2.26
33,Jawa Tengah,2025,Agustus,8.63
33,Jawa Tengah,2025,September,10.4
33,Jawa Tengah,2025,Oktober,16.09
33,Jawa Tengah,2025,November,14.77
33,Jawa Tengah,2025,Desember,9.04
34,DI Yogyakarta,2025,Januari,14.34
34,DI Yogyakarta,2025,Februari,9.57
34,DI Yogyakarta,2025,Maret,8.66
34,DI Yogyakarta,2025,April,8.2
34,DI Yogyakarta,2025,Mei,18.06
34,DI Yogyakarta,2025,Juni,8.26
34,DI Yogyakarta,2025,Juli,1.8
34,DI Yogyakarta,2025,Agustus,5.48
34,DI Yogyakarta,2025,September,8.84
34,DI Yogyakarta,2025,Oktober,16.16
34,DI Yogyakarta,2025,November,12.9
34,DI Yogyakarta,2025,Desember,13.71
35,Jawa Timur,2025,Januari,14.56
35,Jawa Timur,2025,Februari,9.62
35,Jawa Timur,2025,Maret,9.43
35,Jawa Timur,2025,April,8.75
35,Jawa Timur,2025,Mei,9.33
35,Jawa Timur,2025,Juni,1.45
35,Jawa Timur,2025,Juli,0.85
35,Jawa Timur,2025,Agustus,1.04
35,Jawa Timur,2025,September,0.91
35,Jawa Timur,2025,Oktober,2.92
35,Jawa Timur,2025,November,13.91
35,Jawa Timur,2025,Desember,10.93
36,Banten,2025,Januari,15.76
36,Banten,2025,Februari,8.43
36,Banten,2025,Maret,6.32
36,Banten,2025,April,5.64
36,Banten,2025,Mei,7.01
36,Banten,2025,Juni,7.53
36,Banten,2025,Juli,7.58
36,Banten,2025,Agustus,6.81
36,Banten,2025,September,8.83
36,Banten,2025,Oktober,6.55
36,Banten,2025,November,6.24
36,Banten,2025,Desember,9.12
51,Bali,2025,Januari,12.72
51,Bali,2025,Februari,9.5
51,Bali,2025,Maret,9.93
51,Bali,2025,April,5.52
51,Bali,2025,Mei,4.99
51,Bali,2025,Juni,3.65
51,Bali,2025,Juli,2.44
51,Bali,2025,Agustus,0.32
51,Bali,2025,September,4.11
51,Bali,2025,Oktober,3.22
51,Bali,2025,November,8.17
51,Bali,2025,Desember,11.61
52,Nusa Tenggara Barat,2025,Januari,10.49
52,Nusa Tenggara Barat,2025,Februari,10.05
52,Nusa Tenggara Barat,2025,Maret,9.67
52,Nusa Tenggara Barat,2025,April,4.14
52,Nusa Tenggara Barat,2025,Mei,4.07
52,Nusa Tenggara Barat,2025,Juni,2.36
52,Nusa Tenggara Barat,2025,Juli,1.24
52,Nusa Tenggara Barat,2025,Agustus,0.31
52,Nusa Tenggara Barat,2025,September,2.58
52,Nusa Tenggara Barat,2025,Oktober,2.87
52,Nusa Tenggara Barat,2025,November,6.63
52,Nusa Tenggara Barat,2025,Desember,9.73
53,Nusa Tenggara Timur,2025,Januari,12.33
53,Nusa Tenggara Timur,2025,Februari,9.82
53,Nusa Tenggara Timur,2025,Maret,6.8
53,Nusa Tenggara Timur,2025,April,4.04
53,Nusa Tenggara Timur,2025,Mei,2.48
53,Nusa Tenggara Timur,2025,Juni,1.73
53,Nusa Tenggara Timur,2025,Juli,0.22
53,Nusa Tenggara Timur,2025,Agustus,0.18
53,Nusa Tenggara Timur,2025,September,0.59
53,Nusa Tenggara Timur,2025,Oktober,2.11
53,Nusa Tenggara Timur,2025,November,5.72
53,Nusa Tenggara Timur,2025,Desember,5.88
61,Kalimantan Barat,2025,Januari,24.7
61,Kalimantan Barat,2025,Februari,7.37
61,Kalimantan Barat,2025,Maret,11.15
61,Kalimantan Barat,2025,April,8.97
61,Kalimantan Barat,2025,Mei,6.55
61,Kalimantan Barat,2025,Juni,10.46
61,Kalimantan Barat,2025,Juli,3.43
61,Kalimantan Barat,2025,Agustus,10.43
61,Kalimantan Barat,2025,September,10.11
61,Kalimantan Barat,2025,Oktober,9.01
61,Kalimantan Barat,2025,November,11.76
61,Kalimantan Barat,2025,Desember,21.69
62,Kalimantan Tengah,2025,Januari,13.19
62,Kalimantan Tengah,2025,Februari,9.68
62,Kalimantan Tengah,2025,Maret,12.27
62,Kalimantan Tengah,2025,April,6.6
62,Kalimantan Tengah,2025,Mei,13.63
62,Kalimantan Tengah,2025,Juni,6.22
62,Kalimantan Tengah,2025,Juli,1.9
62,Kalimantan Tengah,2025,Agustus,7.73
62,Kalimantan Tengah,2025,September,14.78
62,Kalimantan Tengah,2025,Oktober,9.45
62,Kalimantan Tengah,2025,November,15.27
62,Kalimantan Tengah,2025,Desember,11.98
63,Kalimantan Selatan,2025,Januari,17.06
63,Kalimantan Selatan,2025,Februari,8.94
63,Kalimantan Selatan,2025,Maret,11.65
63,Kalimantan Selatan,2025,April,8.58
63,Kalimantan Selatan,2025,Mei,4.91
63,Kalimantan Selatan,2025,Juni,5.92
63,Kalimantan Selatan,2025,Juli,2.49
63,Kalimantan Selatan,2025,Agustus,7.52
63,Kalimantan Selatan,2025,September,5.79
63,Kalimantan Selatan,2025,Oktober,11.84
63,Kalimantan Selatan,2025,November,8.71
63,Kalimantan Selatan,2025,Desember,14.28
64,Kalimantan Timur,2025,Januari,12.89
64,Kalimantan Timur,2025,Februari,8.09
64,Kalimantan Timur,2025,Maret,12.84
64,Kalimantan Timur,2025,April,9.08
64,Kalimantan Timur,2025,Mei,10.71
64,Kalimantan Timur,2025,Juni,5.25
64,Kalimantan Timur,2025,Juli,2.33
64,Kalimantan Timur,2025,Agustus,8.13
64,Kalimantan Timur,2025,September,5.88
64,Kalimantan Timur,2025,Oktober,11.17
64,Kalimantan Timur,2025,November,11.02
64,Kalimantan Timur,2025,Desember,10.29
65,Kalimantan Utara,2025,Januari,20.52
65,Kalimantan Utara,2025,Februari,11.55
65,Kalimantan Utara,2025,Maret,6.72
65,Kalimantan Utara,2025,April,10.01
65,Kalimantan Utara,2025,Mei,5.88
65,Kalimantan Utara,2025,Juni,8.72
65,Kalimantan Utara,2025,Juli,5.61
65,Kalimantan Utara,2025,Agustus,11.41
65,Kalimantan Utara,2025,September,12.86
65,Kalimantan Utara,2025,Oktober,9.16
65,Kalimantan Utara,2025,November,10.69
65,Kalimantan Utara,2025,Desember,13.44
71,Sulawesi Utara,2025,Januari,8.63
71,Sulawesi Utara,2025,Februari,6.31
71,Sulawesi Utara,2025,Maret,11.18
71,Sulawesi Utara,2025,April,8.18
71,Sulawesi Utara,2025,Mei,6.68
71,Sulawesi Utara,2025,Juni,8.56
71,Sulawesi Utara,2025,Juli,4.48
71,Sulawesi Utara,2025,Agustus,5.37
71,Sulawesi Utara,2025,September,5.9
71,Sulawesi Utara,2025,Oktober,7.68
71,Sulawesi Utara,2025,November,7.01
71,Sulawesi Utara,2025,Desember,7.17
72,Sulawesi Tengah,2025,Januari,11.16
72,Sulawesi Tengah,2025,Februari,5.76
72,Sulawesi Tengah,2025,Maret,11.3
72,Sulawesi Tengah,2025,April,7.68
72,Sulawesi Tengah,2025,Mei,8.14
72,Sulawesi Tengah,2025,Juni,6.86
72,Sulawesi Tengah,2025,Juli,4.42
72,Sulawesi Tengah,2025,Agustus,6.38
72,Sulawesi Tengah,2025,September,6.91
72,Sulawesi Tengah,2025,Oktober,10.85
72,Sulawesi Tengah,2025,November,6.24
72,Sulawesi Tengah,2025,Desember,5.46
73,Sulawesi Selatan,2025,Januari,7.96
73,Sulawesi Selatan,2025,Februari,10.97
73,Sulawesi Selatan,2025,Maret,5.34
73,Sulawesi Selatan,2025,April,3.37
73,Sulawesi Selatan,2025,Mei,2.25
73,Sulawesi Selatan,2025,Juni,2.08
73,Sulawesi Selatan,2025,Juli,1.35
73,Sulawesi Selatan,2025,Agustus,0.55
73,Sulawesi Selatan,2025,September,0.61
73,Sulawesi Selatan,2025,Oktober,2.94
73,Sulawesi Selatan,2025,November,7.46
73,Sulawesi Selatan,2025,Desember,7.43
74,Sulawesi Tenggara,2025,Januari,8.04
74,Sulawesi Tenggara,2025,Februari,5.65
74,Sulawesi Tenggara,2025,Maret,7.35
74,Sulawesi Tenggara,2025,April,6.47
74,Sulawesi Tenggara,2025,Mei,7.12
74,Sulawesi Tenggara,2025,Juni,8.35
74,Sulawesi Tenggara,2025,Juli,4.2
74,Sulawesi Tenggara,2025,Agustus,3.25
74,Sulawesi Tenggara,2025,September,1.77
74,Sulawesi Tenggara,2025,Oktober,4.67
74,Sulawesi Tenggara,2025,November,5.77
74,Sulawesi Tenggara,2025,Desember,9.36
75,Gorontalo,2025,Januari,9.19
75,Gorontalo,2025,Februari,8.59
75,Gorontalo,2025,Maret,9.47
75,Gorontalo,2025,April,8.92
75,Gorontalo,2025,Mei,6.01
75,Gorontalo,2025,Juni,7.35
75,Gorontalo,2025,Juli,4.93
75,Gorontalo,2025,Agustus,6.67
75,Gorontalo,2025,September,4.27
75,Gorontalo,2025,Oktober,5.61
75,Gorontalo,2025,November,6.64
75,Gorontalo,2025,Desember,6.49
76,Sulawesi Barat,2025,Januari,8.11
76,Sulawesi Barat,2025,Februari,9.43
76,Sulawesi Barat,2025,Maret,5.6
76,Sulawesi Barat,2025,April,3.37
76,Sulawesi Barat,2025,Mei,4.69
76,Sulawesi Barat,2025,Juni,2.18
76,Sulawesi Barat,2025,Juli,2.58
76,Sulawesi Barat,2025,Agustus,1.28
76,Sulawesi Barat,2025,September,4.17
76,Sulawesi Barat,2025,Oktober,3.7
76,Sulawesi Barat,2025,November,6.33
76,Sulawesi Barat,2025,Desember,5.92
81,Maluku,2025,Januari,4.98
81,Maluku,2025,Februari,9.31
81,Maluku,2025,Maret,4.47
81,Maluku,2025,April,9.35
81,Maluku,2025,Mei,19.98
81,Maluku,2025,Juni,27.48
81,Maluku,2025,Juli,16.7
81,Maluku,2025,Agustus,33.79
81,Maluku,2025,September,19.08
81,Maluku,2025,Oktober,3.63
81,Maluku,2025,November,7.22
81,Maluku,2025,Desember,5.79
82,Maluku Utara,2025,Januari,7.45
82,Maluku Utara,2025,Februari,7.61
82,Maluku Utara,2025,Maret,8.79
82,Maluku Utara,2025,April,6.8
82,Maluku Utara,2025,Mei,7.74
82,Maluku Utara,2025,Juni,9.36
82,Maluku Utara,2025,Juli,3.82
82,Maluku Utara,2025,Agustus,10.29
82,Maluku Utara,2025,September,4.86
82,Maluku Utara,2025,Oktober,7.95
82,Maluku Utara,2025,November,7.37
82,Maluku Utara,2025,Desember,7.47
91,Papua,2025,Januari,2.68
91,Papua,2025,Februari,7.53
91,Papua,2025,Maret,6.28
91,Papua,2025,April,11.56
91,Papua,2025,Mei,5.05
91,Papua,2025,Juni,5.58
91,Papua,2025,Juli,7.88
91,Papua,2025,Agustus,4.36
91,Papua,2025,September,4.62
91,Papua,2025,Oktober,9.85
91,Papua,2025,November,8.72
91,Papua,2025,Desember,4.39
92,Papua Barat,2025,Januari,4.02
92,Papua Barat,2025,Februari,6.57
92,Papua Barat,2025,Maret,8.8
92,Papua Barat,2025,April,7.47
92,Papua Barat,2025,Mei,7.56
92,Papua Barat,2025,Juni,5.43
92,Papua Barat,2025,Juli,9.88
92,Papua Barat,2025,Agustus,4.52
92,Papua Barat,2025,September,8.65
92,Papua Barat,2025,Oktober,8.94
92,Papua Barat,2025,November,7.73
92,Papua Barat,2025,Desember,13.25
93,Papua Selatan,2025,Januari,15.69
93,Papua Selatan,2025,Februari,5.8
93,Papua Selatan,2025,Maret,9.65
93,Papua Selatan,2025,April,11.08
93,Papua Selatan,2025,Mei,9.97
93,Papua Selatan,2025,Juni,15.37
93,Papua Selatan,2025,Juli,8.42
93,Papua Selatan,2025,Agustus,0.65
93,Papua Selatan,2025,September,3.35
93,Papua Selatan,2025,Oktober,7.06
93,Papua Selatan,2025,November,6.82
93,Papua Selatan,2025,Desember,13.56
94,Papua Tengah,2025,Januari,12.24
94,Papua Tengah,2025,Februari,10.37
94,Papua Tengah,2025,Maret,10.41
94,Papua Tengah,2025,April,16.41
94,Papua Tengah,2025,Mei,10.15
94,Papua Tengah,2025,Juni,20.04
94,Papua Tengah,2025,Juli,14.3
94,Papua Tengah,2025,Agustus,23.8
94,Papua Tengah,2025,September,13.89
94,Papua Tengah,2025,Oktober,12.56
94,Papua Tengah,2025,November,13.22
94,Papua Tengah,2025,Desember,9.9
95,Papua Pegunungan,2025,Januari,6.42
95,Papua Pegunungan,2025,Februari,10.25
95,Papua Pegunungan,2025,Maret,14.51
95,Papua Pegunungan,2025,April,17.07
95,Papua Pegunungan,2025,Mei,8.26
95,Papua Pegunungan,2025,Juni,18.37
95,Papua Pegunungan,2025,Juli,12.65
95,Papua Pegunungan,2025,Agustus,18.07
95,Papua Pegunungan,2025,September,12.39
95,Papua Pegunungan,2025,Oktober,11.45
95,Papua Pegunungan,2025,November,12.87
95,Papua Pegunungan,2025,Desember,9.61
96,Papua Barat Daya,2025,Januari,11.5
96,Papua Barat Daya,2025,Februari,4.56
96,Papua Barat Daya,2025,Maret,10.87
96,Papua Barat Daya,2025,April,10.95
96,Papua Barat Daya,2025,Mei,8.5
96,Papua Barat Daya,2025,Juni,13.18
96,Papua Barat Daya,2025,Juli,10.35
96,Papua Barat Daya,2025,Agustus,17.83
96,Papua Barat Daya,2025,September,17.48
96,Papua Barat Daya,2025,Oktober,5.9
96,Papua Barat Daya,2025,November,7.34
96,Papua Barat Daya,2025,Desember,6.06
