Kode Provinsi,Nama Provinsi,Komoditas,Bulan,Tahun,Produksi (Ton),Harga
33,JAWA TENGAH,Daging Ayam Ras,Maret,2023,69943,"Rp32,940"
34,DI YOGYAKARTA,Daging Ayam Ras,Maret,2023,6188,"Rp31,942"
35,JAWA TIMUR,Daging Ayam Ras,Maret,2023,43988,"Rp31,912"
36,BANTEN,Daging Ayam Ras,Maret,2023,20208,"Rp35,772"
51,BALI,Daging Ayam Ras,Maret,2023,8150,"Rp36,624"
52,NUSA TENGGARA BARAT,Daging Ayam Ras,Maret,2023,3908,"Rp40,402"
53,NUSA TENGGARA TIMUR,Daging Ayam Ras,Maret,2023,1641,"Rp43,594"
61,KALIMANTAN BARAT,Daging Ayam Ras,Maret,2023,6422,"Rp40,986"
62,KALIMANTAN TENGAH,Daging Ayam Ras,Maret,2023,3392,"Rp41,182"
63,KALIMANTAN SELATAN,Daging Ayam Ras,Maret,2023,10184,"Rp33,770"
64,KALIMANTAN TIMUR,Daging Ayam Ras,Maret,2023,6648,"Rp42,480"
65,KALIMANTAN UTARA,Daging Ayam Ras,Maret,2023,339,"Rp46,079"
71,SULAWESI UTARA,Daging Ayam Ras,Maret,2023,982,"Rp34,989"
72,SULAWESI TENGAH,Daging Ayam Ras,Maret,2023,948,"Rp34,257"
73,SULAWESI SELATAN,Daging Ayam Ras,Maret,2023,9846,"Rp26,253"
74,SULAWESI TENGGARA,Daging Ayam Ras,Maret,2023,960,"Rp33,730"
75,GORONTALO,Daging Ayam Ras,Maret,2023,628,"Rp28,963"
76,SULAWESI BARAT,Daging Ayam Ras,Maret,2023,527,"Rp30,181"
81,MALUKU,Daging Ayam Ras,Maret,2023,147,"Rp47,341"
82,MALUKU UTARA,Daging Ayam Ras,Maret,2023,14,"Rp46,205"
91,PAPUA BARAT,Daging Ayam Ras,Maret,2023,132,"Rp47,500"
94,PAPUA,Daging Ayam Ras,Maret,2023,639,"Rp40,438"
11,ACEH,Daging Sapi Murni,Maret,2023,1705,"Rp156,489"
12,SUMATERA UTARA,Daging Sapi Murni,Maret,2023,1352,"Rp135,289"
13,SUMATERA BARAT,Daging Sapi Murni,Maret,2023,3176,"Rp143,503"
14,RIAU,Daging Sapi Murni,Maret,2023,911,"Rp147,659"
15,JAMBI,Daging Sapi Murni,Maret,2023,357,"Rp138,755"
16,SUMATERA SELATAN,Daging Sapi Murni,Maret,2023,785,"Rp137,595"
17,BENGKULU,Daging Sapi Murni,Maret,2023,270,"Rp134,897"
18,LAMPUNG,Daging Sapi Murni,Maret,2023,2303,"Rp134,941"
19,KEPULAUAN BANGKA BELITUNG,Daging Sapi Murni,Maret,2023,237,"Rp150,795"
21,KEPULAUAN RIAU,Daging Sapi Murni,Maret,2023,80,"Rp152,652"
31,DKI JAKARTA,Daging Sapi Murni,Maret,2023,1503,"Rp140,543"
32,JAWA BARAT,Daging Sapi Murni,Maret,2023,5052,"Rp134,854"
33,JAWA TENGAH,Daging Sapi Murni,Maret,2023,4581,"Rp129,371"
34,DI YOGYAKARTA,Daging Sapi Murni,Maret,2023,273,"Rp135,014"
35,JAWA TIMUR,Daging Sapi Murni,Maret,2023,8027,"Rp115,686"
36,BANTEN,Daging Sapi Murni,Maret,2023,1662,"Rp137,232"
51,BALI,Daging Sapi Murni,Maret,2023,385,"Rp115,357"
52,NUSA TENGGARA BARAT,Daging Sapi Murni,Maret,2023,915,"Rp122,198"
53,NUSA TENGGARA TIMUR,Daging Sapi Murni,Maret,2023,886,"Rp114,334"
61,KALIMANTAN BARAT,Daging Sapi Murni,Maret,2023,378,"Rp155,194"
62,KALIMANTAN TENGAH,Daging Sapi Murni,Maret,2023,573,"Rp157,103"
63,KALIMANTAN SELATAN,Daging Sapi Murni,Maret,2023,546,"Rp152,714"
64,KALIMANTAN TIMUR,Daging Sapi Murni,Maret,2023,679,"Rp157,387"
65,KALIMANTAN UTARA,Daging Sapi Murni,Maret,2023,41,"Rp164,273"
71,SULAWESI UTARA,Daging Sapi Murni,Maret,2023,166,"Rp133,560"
72,SULAWESI TENGAH,Daging Sapi Murni,Maret,2023,936,"Rp137,026"
73,SULAWESI SELATAN,Daging Sapi Murni,Maret,2023,1383,"Rp126,048"
74,SULAWESI TENGGARA,Daging Sapi Murni,Maret,2023,494,"Rp134,658"
75,GORONTALO,Daging Sapi Murni,Maret,2023,190,"Rp133,873"
76,SULAWESI BARAT,Daging Sapi Murni,Maret,2023,151,"Rp127,901"
81,MALUKU,Daging Sapi Murni,Maret,2023,86,"Rp121,623"
82,MALUKU UTARA,Daging Sapi Murni,Maret,2023,72,"Rp129,699"
91,PAPUA BARAT,Daging Sapi Murni,Maret,2023,17,"Rp140,955"
94,PAPUA,Daging Sapi Murni,Maret,2023,91,"Rp148,657"
95,PAPUA PEGUNUNGAN,Daging Sapi Murni,Maret,2023,18,
11,ACEH,Telur Ayam Ras,Maret,2023,372,"Rp24,370"
12,SUMATERA UTARA,Telur Ayam Ras,Maret,2023,49441,"Rp26,375"
13,SUMATERA BARAT,Telur Ayam Ras,Maret,2023,42268,"Rp27,282"
14,RIAU,Telur Ayam Ras,Maret,2023,560,"Rp25,546"
15,JAMBI,Telur Ayam Ras,Maret,2023,3625,"Rp27,482"
16,SUMATERA SELATAN,Telur Ayam Ras,Maret,2023,19945,"Rp27,449"
17,BENGKULU,Telur Ayam Ras,Maret,2023,1026,"Rp26,043"
18,LAMPUNG,Telur Ayam Ras,Maret,2023,20992,"Rp28,027"
19,KEPULAUAN BANGKA BELITUNG,Telur Ayam Ras,Maret,2023,2725,"Rp29,490"
21,KEPULAUAN RIAU,Telur Ayam Ras,Maret,2023,1733,"Rp30,360"
31,DKI JAKARTA,Telur Ayam Ras,Maret,2023,,"Rp28,346"
32,JAWA BARAT,Telur Ayam Ras,Maret,2023,69485,"Rp28,986"
33,JAWA TENGAH,Telur Ayam Ras,Maret,2023,73679,"Rp28,241"
34,DI YOGYAKARTA,Telur Ayam Ras,Maret,2023,13118,"Rp28,596"
35,JAWA TIMUR,Telur Ayam Ras,Maret,2023,152479,"Rp27,768"
36,BANTEN,Telur Ayam Ras,Maret,2023,23140,"Rp28,513"
51,BALI,Telur Ayam Ras,Maret,2023,19754,"Rp26,306"
52,NUSA TENGGARA BARAT,Telur Ayam Ras,Maret,2023,4666,"Rp30,027"
53,NUSA TENGGARA TIMUR,Telur Ayam Ras,Maret,2023,531,"Rp31,642"
61,KALIMANTAN BARAT,Telur Ayam Ras,Maret,2023,6010,"Rp31,174"
62,KALIMANTAN TENGAH,Telur Ayam Ras,Maret,2023,706,"Rp31,301"
63,KALIMANTAN SELATAN,Telur Ayam Ras,Maret,2023,8545,"Rp29,667"
64,KALIMANTAN TIMUR,Telur Ayam Ras,Maret,2023,3212,"Rp33,015"
65,KALIMANTAN UTARA,Telur Ayam Ras,Maret,2023,185,"Rp33,327"
71,SULAWESI UTARA,Telur Ayam Ras,Maret,2023,3489,"Rp28,259"
72,SULAWESI TENGAH,Telur Ayam Ras,Maret,2023,1867,"Rp28,423"
73,SULAWESI SELATAN,Telur Ayam Ras,Maret,2023,19330,"Rp26,011"
74,SULAWESI TENGGARA,Telur Ayam Ras,Maret,2023,232,"Rp28,928"
75,GORONTALO,Telur Ayam Ras,Maret,2023,296,"Rp28,550"
76,SULAWESI BARAT,Telur Ayam Ras,Maret,2023,89,"Rp27,094"
81,MALUKU,Telur Ayam Ras,Maret,2023,68,"Rp36,226"
82,MALUKU UTARA,Telur Ayam Ras,Maret,2023,15,"Rp32,451"
91,PAPUA BARAT,Telur Ayam Ras,Maret,2023,797,"Rp37,294"
94,PAPUA,Telur Ayam Ras,Maret,2023,1668,"Rp36,490"
11,ACEH,Cabai Rawit Merah,April,2023,4467,"Rp20,000"
12,SUMATERA UTARA,Cabai Rawit Merah,April,2023,6688,"Rp32,716"
13,SUMATERA BARAT,Cabai Rawit Merah,April,2023,2792,"Rp43,217"
14,RIAU,Cabai Rawit Merah,April,2023,470,"Rp53,093"
15,JAMBI,Cabai Rawit Merah,April,2023,1049,"Rp42,879"
16,SUMATERA SELATAN,Cabai Rawit Merah,April,2023,634,"Rp41,826"
17,BENGKULU,Cabai Rawit Merah,April,2023,2548,"Rp42,471"
18,LAMPUNG,Cabai Rawit Merah,April,2023,1384,"Rp38,106"
19,KEPULAUAN BANGKA BELITUNG,Cabai Rawit Merah,April,2023,485,"Rp53,619"
21,KEPULAUAN RIAU,Cabai Rawit Merah,April,2023,114,"Rp69,273"
31,DKI JAKARTA,Cabai Rawit Merah,April,2023,,"Rp50,848"
32,JAWA BARAT,Cabai Rawit Merah,April,2023,17118,"Rp44,832"
33,JAWA TENGAH,Cabai Rawit Merah,April,2023,26132,"Rp32,392"
34,DI YOGYAKARTA,Cabai Rawit Merah,April,2023,1204,"Rp30,042"
35,JAWA TIMUR,Cabai Rawit Merah,April,2023,69902,"Rp30,816"
36,BANTEN,Cabai Rawit Merah,April,2023,308,"Rp41,974"
51,BALI,Cabai Rawit Merah,April,2023,1911,"Rp29,433"
52,NUSA TENGGARA BARAT,Cabai Rawit Merah,April,2023,4127,"Rp41,316"
53,NUSA TENGGARA TIMUR,Cabai Rawit Merah,April,2023,666,"Rp67,525"
61,KALIMANTAN BARAT,Cabai Rawit Merah,April,2023,677,"Rp64,087"
62,KALIMANTAN TENGAH,Cabai Rawit Merah,April,2023,550,"Rp64,312"
63,KALIMANTAN SELATAN,Cabai Rawit Merah,April,2023,2621,"Rp54,406"
64,KALIMANTAN TIMUR,Cabai Rawit Merah,April,2023,752,"Rp55,188"
65,KALIMANTAN UTARA,Cabai Rawit Merah,April,2023,554,"Rp73,312"
71,SULAWESI UTARA,Cabai Rawit Merah,April,2023,1383,"Rp38,507"
72,SULAWESI TENGAH,Cabai Rawit Merah,April,2023,1715,"Rp38,753"
73,SULAWESI SELATAN,Cabai Rawit Merah,April,2023,2794,"Rp32,353"
74,SULAWESI TENGGARA,Cabai Rawit Merah,April,2023,470,"Rp40,642"
75,GORONTALO,Cabai Rawit Merah,April,2023,1294,"Rp32,291"
76,SULAWESI BARAT,Cabai Rawit Merah,April,2023,282,"Rp34,146"
81,MALUKU,Cabai Rawit Merah,April,2023,453,"Rp67,823"
82,MALUKU UTARA,Cabai Rawit Merah,April,2023,342,"Rp59,338"
91,PAPUA BARAT,Cabai Rawit Merah,April,2023,57,"Rp59,800"
94,PAPUA,Cabai Rawit Merah,April,2023,43,"Rp74,921"
95,PAPUA PEGUNUNGAN,Cabai Rawit Merah,April,2023,5,
11,ACEH,Daging Ayam Ras,April,2023,4332,"Rp30,373"
12,SUMATERA UTARA,Daging Ayam Ras,April,2023,19325,"Rp31,578"
13,SUMATERA BARAT,Daging Ayam Ras,April,2023,8274,"Rp29,480"
14,RIAU,Daging Ayam Ras,April,2023,11679,"Rp29,662"
15,JAMBI,Daging Ayam Ras,April,2023,4736,"Rp30,892"
16,SUMATERA SELATAN,Daging Ayam Ras,April,2023,12672,"Rp30,549"
17,BENGKULU,Daging Ayam Ras,April,2023,994,"Rp32,946"
18,LAMPUNG,Daging Ayam Ras,April,2023,11037,"Rp33,168"
19,KEPULAUAN BANGKA BELITUNG,Daging Ayam Ras,April,2023,2689,"Rp35,521"
21,KEPULAUAN RIAU,Daging Ayam Ras,April,2023,2365,"Rp40,557"
31,DKI JAKARTA,Daging Ayam Ras,April,2023,,"Rp37,621"
32,JAWA BARAT,Daging Ayam Ras,April,2023,81255,"Rp36,159"
33,JAWA TENGAH,Daging Ayam Ras,April,2023,69082,"Rp34,971"
34,DI YOGYAKARTA,Daging Ayam Ras,April,2023,6419,"Rp34,078"
35,JAWA TIMUR,Daging Ayam Ras,April,2023,44221,"Rp33,907"
36,BANTEN,Daging Ayam Ras,April,2023,24236,"Rp36,584"
51,BALI,Daging Ayam Ras,April,2023,8079,"Rp37,731"
52,NUSA TENGGARA BARAT,Daging Ayam Ras,April,2023,4104,"Rp42,627"
53,NUSA TENGGARA TIMUR,Daging Ayam Ras,April,2023,1634,"Rp42,608"
61,KALIMANTAN BARAT,Daging Ayam Ras,April,2023,6140,"Rp41,405"
62,KALIMANTAN TENGAH,Daging Ayam Ras,April,2023,3532,"Rp40,999"
63,KALIMANTAN SELATAN,Daging Ayam Ras,April,2023,9825,"Rp32,837"
64,KALIMANTAN TIMUR,Daging Ayam Ras,April,2023,7810,"Rp42,342"
65,KALIMANTAN UTARA,Daging Ayam Ras,April,2023,487,"Rp47,331"
71,SULAWESI UTARA,Daging Ayam Ras,April,2023,991,"Rp34,085"
72,SULAWESI TENGAH,Daging Ayam Ras,April,2023,932,"Rp35,352"
73,SULAWESI SELATAN,Daging Ayam Ras,April,2023,11489,"Rp27,232"
74,SULAWESI TENGGARA,Daging Ayam Ras,April,2023,1024,"Rp35,154"
75,GORONTALO,Daging Ayam Ras,April,2023,1012,"Rp30,740"
76,SULAWESI BARAT,Daging Ayam Ras,April,2023,483,"Rp30,766"
81,MALUKU,Daging Ayam Ras,April,2023,22,"Rp47,983"
82,MALUKU UTARA,Daging Ayam Ras,April,2023,14,"Rp45,146"
91,PAPUA BARAT,Daging Ayam Ras,April,2023,133,"Rp46,626"
94,PAPUA,Daging Ayam Ras,April,2023,653,"Rp41,386"
11,ACEH,Daging Sapi Murni,April,2023,1335,"Rp155,333"
12,SUMATERA UTARA,Daging Sapi Murni,April,2023,1290,"Rp136,616"
13,SUMATERA BARAT,Daging Sapi Murni,April,2023,3142,"Rp145,640"
14,RIAU,Daging Sapi Murni,April,2023,911,"Rp151,514"
15,JAMBI,Daging Sapi Murni,April,2023,319,"Rp141,547"
16,SUMATERA SELATAN,Daging Sapi Murni,April,2023,265,"Rp139,540"
17,BENGKULU,Daging Sapi Murni,April,2023,237,"Rp136,853"
18,LAMPUNG,Daging Sapi Murni,April,2023,1732,"Rp137,047"
19,KEPULAUAN BANGKA BELITUNG,Daging Sapi Murni,April,2023,344,"Rp152,401"
21,KEPULAUAN RIAU,Daging Sapi Murni,April,2023,87,"Rp154,762"
31,DKI JAKARTA,Daging Sapi Murni,April,2023,1849,"Rp143,066"
32,JAWA BARAT,Daging Sapi Murni,April,2023,5128,"Rp138,422"
33,JAWA TENGAH,Daging Sapi Murni,April,2023,10387,"Rp132,762"
34,DI YOGYAKARTA,Daging Sapi Murni,April,2023,254,"Rp137,311"
35,JAWA TIMUR,Daging Sapi Murni,April,2023,7696,"Rp117,427"
36,BANTEN,Daging Sapi Murni,April,2023,2019,"Rp140,562"
51,BALI,Daging Sapi Murni,April,2023,372,"Rp118,126"
52,NUSA TENGGARA BARAT,Daging Sapi Murni,April,2023,1087,"Rp122,951"
53,NUSA TENGGARA TIMUR,Daging Sapi Murni,April,2023,890,"Rp114,084"
61,KALIMANTAN BARAT,Daging Sapi Murni,April,2023,453,"Rp158,418"
62,KALIMANTAN TENGAH,Daging Sapi Murni,April,2023,294,"Rp159,588"
63,KALIMANTAN SELATAN,Daging Sapi Murni,April,2023,574,"Rp155,132"
64,KALIMANTAN TIMUR,Daging Sapi Murni,April,2023,766,"Rp159,886"
65,KALIMANTAN UTARA,Daging Sapi Murni,April,2023,48,"Rp164,160"
71,SULAWESI UTARA,Daging Sapi Murni,April,2023,174,"Rp134,558"
72,SULAWESI TENGAH,Daging Sapi Murni,April,2023,431,"Rp136,830"
73,SULAWESI SELATAN,Daging Sapi Murni,April,2023,1762,"Rp127,397"
74,SULAWESI TENGGARA,Daging Sapi Murni,April,2023,370,"Rp138,111"
75,GORONTALO,Daging Sapi Murni,April,2023,193,"Rp134,370"
76,SULAWESI BARAT,Daging Sapi Murni,April,2023,71,"Rp129,031"
81,MALUKU,Daging Sapi Murni,April,2023,77,"Rp122,080"
82,MALUKU UTARA,Daging Sapi Murni,April,2023,64,"Rp130,814"
91,PAPUA BARAT,Daging Sapi Murni,April,2023,18,"Rp144,157"
94,PAPUA,Daging Sapi Murni,April,2023,122,"Rp150,762"
95,PAPUA PEGUNUNGAN,Daging Sapi Murni,April,2023,30,
11,ACEH,Telur Ayam Ras,April,2023,367,"Rp24,456"
12,SUMATERA UTARA,Telur Ayam Ras,April,2023,46465,"Rp26,577"
13,SUMATERA BARAT,Telur Ayam Ras,April,2023,33218,"Rp27,590"
14,RIAU,Telur Ayam Ras,April,2023,560,"Rp26,014"
15,JAMBI,Telur Ayam Ras,April,2023,3457,"Rp28,114"
16,SUMATERA SELATAN,Telur Ayam Ras,April,2023,18978,"Rp27,721"
17,BENGKULU,Telur Ayam Ras,April,2023,962,"Rp26,928"
18,LAMPUNG,Telur Ayam Ras,April,2023,19954,"Rp28,626"
19,KEPULAUAN BANGKA BELITUNG,Telur Ayam Ras,April,2023,3350,"Rp29,626"
21,KEPULAUAN RIAU,Telur Ayam Ras,April,2023,1656,"Rp30,653"
31,DKI JAKARTA,Telur Ayam Ras,April,2023,,"Rp27,833"
32,JAWA BARAT,Telur Ayam Ras,April,2023,69045,"Rp28,372"
33,JAWA TENGAH,Telur Ayam Ras,April,2023,72617,"Rp27,425"
34,DI YOGYAKARTA,Telur Ayam Ras,April,2023,13055,"Rp26,868"
35,JAWA TIMUR,Telur Ayam Ras,April,2023,148867,"Rp26,915"
36,BANTEN,Telur Ayam Ras,April,2023,21643,"Rp27,821"
51,BALI,Telur Ayam Ras,April,2023,18584,"Rp27,442"
52,NUSA TENGGARA BARAT,Telur Ayam Ras,April,2023,4655,"Rp30,907"
53,NUSA TENGGARA TIMUR,Telur Ayam Ras,April,2023,508,"Rp32,680"
61,KALIMANTAN BARAT,Telur Ayam Ras,April,2023,5328,"Rp32,984"
62,KALIMANTAN TENGAH,Telur Ayam Ras,April,2023,666,"Rp31,805"
63,KALIMANTAN SELATAN,Telur Ayam Ras,April,2023,8510,"Rp30,341"
64,KALIMANTAN TIMUR,Telur Ayam Ras,April,2023,3282,"Rp34,174"
65,KALIMANTAN UTARA,Telur Ayam Ras,April,2023,188,"Rp34,410"
71,SULAWESI UTARA,Telur Ayam Ras,April,2023,3292,"Rp30,271"
72,SULAWESI TENGAH,Telur Ayam Ras,April,2023,1698,"Rp28,841"
73,SULAWESI SELATAN,Telur Ayam Ras,April,2023,21809,"Rp26,317"
74,SULAWESI TENGGARA,Telur Ayam Ras,April,2023,242,"Rp29,812"
75,GORONTALO,Telur Ayam Ras,April,2023,422,"Rp31,495"
76,SULAWESI BARAT,Telur Ayam Ras,April,2023,84,"Rp27,598"
81,MALUKU,Telur Ayam Ras,April,2023,59,"Rp37,157"
82,MALUKU UTARA,Telur Ayam Ras,April,2023,14,"Rp34,221"
91,PAPUA BARAT,Telur Ayam Ras,April,2023,725,"Rp38,214"
94,PAPUA,Telur Ayam Ras,April,2023,1687,"Rp36,850"
11,ACEH,Cabai Rawit Merah,Mei,2023,4488,"Rp19,333"
12,SUMATERA UTARA,Cabai Rawit Merah,Mei,2023,6439,"Rp28,575"
13,SUMATERA BARAT,Cabai Rawit Merah,Mei,2023,2987,"Rp42,439"
14,RIAU,Cabai Rawit Merah,Mei,2023,624,"Rp44,321"
15,JAMBI,Cabai Rawit Merah,Mei,2023,1501,"Rp33,520"
16,SUMATERA SELATAN,Cabai Rawit Merah,Mei,2023,494,"Rp33,479"
17,BENGKULU,Cabai Rawit Merah,Mei,2023,2437,"Rp29,293"
18,LAMPUNG,Cabai Rawit Merah,Mei,2023,1413,"Rp32,348"
19,KEPULAUAN BANGKA BELITUNG,Cabai Rawit Merah,Mei,2023,520,"Rp41,117"
21,KEPULAUAN RIAU,Cabai Rawit Merah,Mei,2023,126,"Rp60,827"
31,DKI JAKARTA,Cabai Rawit Merah,Mei,2023,,"Rp44,798"
32,JAWA BARAT,Cabai Rawit Merah,Mei,2023,16180,"Rp39,706"
33,JAWA TENGAH,Cabai Rawit Merah,Mei,2023,28700,"Rp32,369"
34,DI YOGYAKARTA,Cabai Rawit Merah,Mei,2023,1446,"Rp31,612"
35,JAWA TIMUR,Cabai Rawit Merah,Mei,2023,68267,"Rp32,702"
36,BANTEN,Cabai Rawit Merah,Mei,2023,235,"Rp39,121"
51,BALI,Cabai Rawit Merah,Mei,2023,2629,"Rp30,911"
52,NUSA TENGGARA BARAT,Cabai Rawit Merah,Mei,2023,4523,"Rp41,269"
53,NUSA TENGGARA TIMUR,Cabai Rawit Merah,Mei,2023,785,"Rp64,199"
61,KALIMANTAN BARAT,Cabai Rawit Merah,Mei,2023,706,"Rp58,342"
62,KALIMANTAN TENGAH,Cabai Rawit Merah,Mei,2023,566,"Rp60,020"
63,KALIMANTAN SELATAN,Cabai Rawit Merah,Mei,2023,709,"Rp50,765"
64,KALIMANTAN TIMUR,Cabai Rawit Merah,Mei,2023,609,"Rp53,175"
65,KALIMANTAN UTARA,Cabai Rawit Merah,Mei,2023,549,"Rp68,966"
71,SULAWESI UTARA,Cabai Rawit Merah,Mei,2023,1393,"Rp34,063"
72,SULAWESI TENGAH,Cabai Rawit Merah,Mei,2023,2553,Rp0
73,SULAWESI SELATAN,Cabai Rawit Merah,Mei,2023,2518,"Rp25,670"
74,SULAWESI TENGGARA,Cabai Rawit Merah,Mei,2023,364,"Rp36,366"
75,GORONTALO,Cabai Rawit Merah,Mei,2023,1316,"Rp29,822"
76,SULAWESI BARAT,Cabai Rawit Merah,Mei,2023,277,"Rp25,789"
81,MALUKU,Cabai Rawit Merah,Mei,2023,422,"Rp66,802"
82,MALUKU UTARA,Cabai Rawit Merah,Mei,2023,213,"Rp54,911"
91,PAPUA BARAT,Cabai Rawit Merah,Mei,2023,30,"Rp63,477"
94,PAPUA,Cabai Rawit Merah,Mei,2023,47,"Rp87,917"
95,PAPUA PEGUNUNGAN,Cabai Rawit Merah,Mei,2023,5,
11,ACEH,Daging Ayam Ras,Mei,2023,4232,"Rp32,188"
12,SUMATERA UTARA,Daging Ayam Ras,Mei,2023,19254,"Rp35,005"
13,SUMATERA BARAT,Daging Ayam Ras,Mei,2023,6044,"Rp32,329"
14,RIAU,Daging Ayam Ras,Mei,2023,11359,"Rp34,923"
15,JAMBI,Daging Ayam Ras,Mei,2023,4269,"Rp35,453"
16,SUMATERA SELATAN,Daging Ayam Ras,Mei,2023,12090,"Rp34,049"
17,BENGKULU,Daging Ayam Ras,Mei,2023,947,"Rp39,194"
18,LAMPUNG,Daging Ayam Ras,Mei,2023,10422,"Rp33,479"
19,KEPULAUAN BANGKA BELITUNG,Daging Ayam Ras,Mei,2023,2296,"Rp38,887"
21,KEPULAUAN RIAU,Daging Ayam Ras,Mei,2023,1811,"Rp40,560"
31,DKI JAKARTA,Daging Ayam Ras,Mei,2023,,"Rp38,060"
32,JAWA BARAT,Daging Ayam Ras,Mei,2023,76964,"Rp36,875"
33,JAWA TENGAH,Daging Ayam Ras,Mei,2023,65683,"Rp35,671"
34,DI YOGYAKARTA,Daging Ayam Ras,Mei,2023,7331,"Rp35,507"
35,JAWA TIMUR,Daging Ayam Ras,Mei,2023,42264,"Rp35,260"
36,BANTEN,Daging Ayam Ras,Mei,2023,22064,"Rp36,661"
51,BALI,Daging Ayam Ras,Mei,2023,7937,"Rp39,436"
52,NUSA TENGGARA BARAT,Daging Ayam Ras,Mei,2023,3974,"Rp43,320"
53,NUSA TENGGARA TIMUR,Daging Ayam Ras,Mei,2023,1604,"Rp42,348"
61,KALIMANTAN BARAT,Daging Ayam Ras,Mei,2023,5985,"Rp42,719"
62,KALIMANTAN TENGAH,Daging Ayam Ras,Mei,2023,3335,"Rp44,593"
63,KALIMANTAN SELATAN,Daging Ayam Ras,Mei,2023,9551,"Rp36,259"
64,KALIMANTAN TIMUR,Daging Ayam Ras,Mei,2023,6342,"Rp43,720"
65,KALIMANTAN UTARA,Daging Ayam Ras,Mei,2023,555,"Rp45,824"
71,SULAWESI UTARA,Daging Ayam Ras,Mei,2023,970,"Rp33,918"
72,SULAWESI TENGAH,Daging Ayam Ras,Mei,2023,903,Rp0
73,SULAWESI SELATAN,Daging Ayam Ras,Mei,2023,8843,"Rp28,205"
74,SULAWESI TENGGARA,Daging Ayam Ras,Mei,2023,938,"Rp35,266"
75,GORONTALO,Daging Ayam Ras,Mei,2023,830,"Rp31,696"
76,SULAWESI BARAT,Daging Ayam Ras,Mei,2023,517,"Rp31,053"
81,MALUKU,Daging Ayam Ras,Mei,2023,21,"Rp48,907"
82,MALUKU UTARA,Daging Ayam Ras,Mei,2023,13,"Rp45,441"
91,PAPUA BARAT,Daging Ayam Ras,Mei,2023,127,"Rp46,114"
94,PAPUA,Daging Ayam Ras,Mei,2023,659,"Rp40,295"
11,ACEH,Daging Sapi Murni,Mei,2023,1472,"Rp153,573"
12,SUMATERA UTARA,Daging Sapi Murni,Mei,2023,1240,"Rp135,795"
13,SUMATERA BARAT,Daging Sapi Murni,Mei,2023,1797,"Rp144,933"
14,RIAU,Daging Sapi Murni,Mei,2023,911,"Rp147,166"
15,JAMBI,Daging Sapi Murni,Mei,2023,209,"Rp137,972"
16,SUMATERA SELATAN,Daging Sapi Murni,Mei,2023,247,"Rp135,032"
17,BENGKULU,Daging Sapi Murni,Mei,2023,278,"Rp135,917"
18,LAMPUNG,Daging Sapi Murni,Mei,2023,1742,"Rp134,601"
19,KEPULAUAN BANGKA BELITUNG,Daging Sapi Murni,Mei,2023,130,"Rp150,036"
21,KEPULAUAN RIAU,Daging Sapi Murni,Mei,2023,69,"Rp156,071"
31,DKI JAKARTA,Daging Sapi Murni,Mei,2023,1771,"Rp142,000"
32,JAWA BARAT,Daging Sapi Murni,Mei,2023,4767,"Rp135,018"
33,JAWA TENGAH,Daging Sapi Murni,Mei,2023,5235,"Rp131,718"
34,DI YOGYAKARTA,Daging Sapi Murni,Mei,2023,254,"Rp136,007"
35,JAWA TIMUR,Daging Sapi Murni,Mei,2023,7231,"Rp116,994"
36,BANTEN,Daging Sapi Murni,Mei,2023,2226,"Rp138,036"
51,BALI,Daging Sapi Murni,Mei,2023,326,"Rp117,056"
52,NUSA TENGGARA BARAT,Daging Sapi Murni,Mei,2023,784,"Rp122,537"
53,NUSA TENGGARA TIMUR,Daging Sapi Murni,Mei,2023,499,"Rp113,982"
61,KALIMANTAN BARAT,Daging Sapi Murni,Mei,2023,344,"Rp157,742"
62,KALIMANTAN TENGAH,Daging Sapi Murni,Mei,2023,363,"Rp158,214"
63,KALIMANTAN SELATAN,Daging Sapi Murni,Mei,2023,535,"Rp154,664"
64,KALIMANTAN TIMUR,Daging Sapi Murni,Mei,2023,612,"Rp159,240"
65,KALIMANTAN UTARA,Daging Sapi Murni,Mei,2023,28,"Rp167,195"
71,SULAWESI UTARA,Daging Sapi Murni,Mei,2023,170,"Rp134,238"
72,SULAWESI TENGAH,Daging Sapi Murni,Mei,2023,403,Rp0
73,SULAWESI SELATAN,Daging Sapi Murni,Mei,2023,1040,"Rp126,322"
74,SULAWESI TENGGARA,Daging Sapi Murni,Mei,2023,330,"Rp136,558"
75,GORONTALO,Daging Sapi Murni,Mei,2023,182,"Rp135,523"
76,SULAWESI BARAT,Daging Sapi Murni,Mei,2023,70,"Rp128,679"
81,MALUKU,Daging Sapi Murni,Mei,2023,74,"Rp120,709"
82,MALUKU UTARA,Daging Sapi Murni,Mei,2023,83,"Rp131,104"
91,PAPUA BARAT,Daging Sapi Murni,Mei,2023,17,"Rp143,444"
94,PAPUA,Daging Sapi Murni,Mei,2023,104,"Rp150,372"
95,PAPUA PEGUNUNGAN,Daging Sapi Murni,Mei,2023,20,
11,ACEH,Telur Ayam Ras,Mei,2023,371,"Rp26,105"
12,SUMATERA UTARA,Telur Ayam Ras,Mei,2023,44905,"Rp27,013"
13,SUMATERA BARAT,Telur Ayam Ras,Mei,2023,27625,"Rp28,352"
14,RIAU,Telur Ayam Ras,Mei,2023,560,"Rp27,558"
15,JAMBI,Telur Ayam Ras,Mei,2023,3501,"Rp29,129"
