Kode Provinsi,Nama Provinsi,Komoditas,Bulan,Tahun,Produksi (Ton),Harga
72,SULAWESI TENGAH,Daging Sapi Murni,November,2023,334,"Rp135,988"
73,SULAWESI SELATAN,Daging Sapi Murni,November,2023,884,"Rp125,167"
74,SULAWESI TENGGARA,Daging Sapi Murni,November,2023,221,"Rp134,618"
75,GORONTALO,Daging Sapi Murni,November,2023,154,"Rp133,712"
76,SULAWESI BARAT,Daging Sapi Murni,November,2023,168,"Rp125,763"
81,MALUKU,Daging Sapi Murni,November,2023,0,"Rp115,894"
82,MALUKU UTARA,Daging Sapi Murni,November,2023,56,"Rp130,566"
91,PAPUA BARAT,Daging Sapi Murni,November,2023,39,"Rp153,878"
94,PAPUA,Daging Sapi Murni,November,2023,78,"Rp135,944"
95,PAPUA PEGUNUNGAN,Daging Sapi Murni,November,2023,11,
11,ACEH,Telur Ayam Ras,November,2023,221,"Rp24,478"
12,SUMATERA UTARA,Telur Ayam Ras,November,2023,43456,"Rp27,063"
13,SUMATERA BARAT,Telur Ayam Ras,November,2023,27404,"Rp27,864"
14,RIAU,Telur Ayam Ras,November,2023,560,"Rp26,434"
15,JAMBI,Telur Ayam Ras,November,2023,3294,"Rp27,422"
16,SUMATERA SELATAN,Telur Ayam Ras,November,2023,17920,"Rp26,480"
17,BENGKULU,Telur Ayam Ras,November,2023,683,"Rp24,952"
18,LAMPUNG,Telur Ayam Ras,November,2023,19305,"Rp27,375"
19,KEPULAUAN BANGKA BELITUNG,Telur Ayam Ras,November,2023,2734,"Rp28,365"
21,KEPULAUAN RIAU,Telur Ayam Ras,November,2023,1666,"Rp29,704"
31,DKI JAKARTA,Telur Ayam Ras,November,2023,,"Rp27,302"
32,JAWA BARAT,Telur Ayam Ras,November,2023,63872,"Rp27,425"
33,JAWA TENGAH,Telur Ayam Ras,November,2023,81395,"Rp26,655"
34,DI YOGYAKARTA,Telur Ayam Ras,November,2023,12782,"Rp26,733"
35,JAWA TIMUR,Telur Ayam Ras,November,2023,150633,"Rp26,165"
36,BANTEN,Telur Ayam Ras,November,2023,21784,"Rp26,887"
51,BALI,Telur Ayam Ras,November,2023,18884,"Rp26,655"
52,NUSA TENGGARA BARAT,Telur Ayam Ras,November,2023,4579,"Rp29,716"
53,NUSA TENGGARA TIMUR,Telur Ayam Ras,November,2023,526,"Rp31,272"
61,KALIMANTAN BARAT,Telur Ayam Ras,November,2023,4949,"Rp28,860"
62,KALIMANTAN TENGAH,Telur Ayam Ras,November,2023,1059,"Rp30,782"
63,KALIMANTAN SELATAN,Telur Ayam Ras,November,2023,8320,"Rp28,489"
64,KALIMANTAN TIMUR,Telur Ayam Ras,November,2023,2943,"Rp32,917"
65,KALIMANTAN UTARA,Telur Ayam Ras,November,2023,260,"Rp32,475"
71,SULAWESI UTARA,Telur Ayam Ras,November,2023,3227,"Rp30,361"
72,SULAWESI TENGAH,Telur Ayam Ras,November,2023,1704,"Rp28,660"
73,SULAWESI SELATAN,Telur Ayam Ras,November,2023,16486,"Rp25,334"
74,SULAWESI TENGGARA,Telur Ayam Ras,November,2023,230,"Rp27,500"
75,GORONTALO,Telur Ayam Ras,November,2023,178,"Rp31,132"
76,SULAWESI BARAT,Telur Ayam Ras,November,2023,90,"Rp26,700"
81,MALUKU,Telur Ayam Ras,November,2023,60,"Rp36,403"
82,MALUKU UTARA,Telur Ayam Ras,November,2023,14,"Rp33,002"
91,PAPUA BARAT,Telur Ayam Ras,November,2023,732,"Rp41,328"
94,PAPUA,Telur Ayam Ras,November,2023,726,"Rp40,216"
11,ACEH,Cabai Rawit Merah,Desember,2023,7840,Rp0
12,SUMATERA UTARA,Cabai Rawit Merah,Desember,2023,7903,"Rp71,256"
13,SUMATERA BARAT,Cabai Rawit Merah,Desember,2023,1089,"Rp53,825"
14,RIAU,Cabai Rawit Merah,Desember,2023,244,"Rp80,377"
15,JAMBI,Cabai Rawit Merah,Desember,2023,2422,"Rp72,957"
16,SUMATERA SELATAN,Cabai Rawit Merah,Desember,2023,915,"Rp78,153"
17,BENGKULU,Cabai Rawit Merah,Desember,2023,1142,"Rp74,992"
18,LAMPUNG,Cabai Rawit Merah,Desember,2023,991,"Rp69,429"
19,KEPULAUAN BANGKA BELITUNG,Cabai Rawit Merah,Desember,2023,403,"Rp100,047"
21,KEPULAUAN RIAU,Cabai Rawit Merah,Desember,2023,122,"Rp89,471"
31,DKI JAKARTA,Cabai Rawit Merah,Desember,2023,,"Rp99,797"
32,JAWA BARAT,Cabai Rawit Merah,Desember,2023,9026,"Rp87,946"
33,JAWA TENGAH,Cabai Rawit Merah,Desember,2023,12911,"Rp80,818"
34,DI YOGYAKARTA,Cabai Rawit Merah,Desember,2023,1869,"Rp77,824"
35,JAWA TIMUR,Cabai Rawit Merah,Desember,2023,28830,"Rp78,582"
36,BANTEN,Cabai Rawit Merah,Desember,2023,234,"Rp87,107"
51,BALI,Cabai Rawit Merah,Desember,2023,1361,"Rp78,616"
52,NUSA TENGGARA BARAT,Cabai Rawit Merah,Desember,2023,4151,"Rp70,091"
53,NUSA TENGGARA TIMUR,Cabai Rawit Merah,Desember,2023,352,"Rp69,873"
61,KALIMANTAN BARAT,Cabai Rawit Merah,Desember,2023,640,"Rp67,792"
62,KALIMANTAN TENGAH,Cabai Rawit Merah,Desember,2023,626,"Rp95,569"
63,KALIMANTAN SELATAN,Cabai Rawit Merah,Desember,2023,1771,"Rp86,024"
64,KALIMANTAN TIMUR,Cabai Rawit Merah,Desember,2023,719,"Rp94,370"
65,KALIMANTAN UTARA,Cabai Rawit Merah,Desember,2023,410,"Rp138,144"
71,SULAWESI UTARA,Cabai Rawit Merah,Desember,2023,1874,"Rp133,599"
72,SULAWESI TENGAH,Cabai Rawit Merah,Desember,2023,1452,"Rp120,550"
73,SULAWESI SELATAN,Cabai Rawit Merah,Desember,2023,1960,"Rp79,494"
74,SULAWESI TENGGARA,Cabai Rawit Merah,Desember,2023,358,"Rp106,750"
75,GORONTALO,Cabai Rawit Merah,Desember,2023,1420,"Rp124,257"
76,SULAWESI BARAT,Cabai Rawit Merah,Desember,2023,301,"Rp85,534"
81,MALUKU,Cabai Rawit Merah,Desember,2023,312,"Rp108,720"
82,MALUKU UTARA,Cabai Rawit Merah,Desember,2023,869,"Rp127,906"
91,PAPUA BARAT,Cabai Rawit Merah,Desember,2023,204,"Rp77,052"
94,PAPUA,Cabai Rawit Merah,Desember,2023,35,"Rp104,129"
11,ACEH,Daging Ayam Ras,Desember,2023,4074,"Rp28,373"
12,SUMATERA UTARA,Daging Ayam Ras,Desember,2023,19422,"Rp31,168"
13,SUMATERA BARAT,Daging Ayam Ras,Desember,2023,6585,"Rp29,417"
14,RIAU,Daging Ayam Ras,Desember,2023,9755,"Rp30,576"
15,JAMBI,Daging Ayam Ras,Desember,2023,8823,"Rp30,494"
16,SUMATERA SELATAN,Daging Ayam Ras,Desember,2023,12336,"Rp30,645"
17,BENGKULU,Daging Ayam Ras,Desember,2023,887,"Rp30,905"
18,LAMPUNG,Daging Ayam Ras,Desember,2023,10673,"Rp33,165"
19,KEPULAUAN BANGKA BELITUNG,Daging Ayam Ras,Desember,2023,2237,"Rp35,053"
21,KEPULAUAN RIAU,Daging Ayam Ras,Desember,2023,2373,"Rp40,667"
31,DKI JAKARTA,Daging Ayam Ras,Desember,2023,,"Rp38,599"
32,JAWA BARAT,Daging Ayam Ras,Desember,2023,77282,"Rp34,462"
33,JAWA TENGAH,Daging Ayam Ras,Desember,2023,69414,"Rp34,054"
34,DI YOGYAKARTA,Daging Ayam Ras,Desember,2023,5589,"Rp31,817"
35,JAWA TIMUR,Daging Ayam Ras,Desember,2023,46256,"Rp32,261"
36,BANTEN,Daging Ayam Ras,Desember,2023,19377,"Rp35,929"
51,BALI,Daging Ayam Ras,Desember,2023,8467,"Rp38,687"
52,NUSA TENGGARA BARAT,Daging Ayam Ras,Desember,2023,4099,"Rp41,580"
53,NUSA TENGGARA TIMUR,Daging Ayam Ras,Desember,2023,1621,"Rp43,067"
61,KALIMANTAN BARAT,Daging Ayam Ras,Desember,2023,6099,"Rp46,792"
62,KALIMANTAN TENGAH,Daging Ayam Ras,Desember,2023,3188,"Rp46,654"
63,KALIMANTAN SELATAN,Daging Ayam Ras,Desember,2023,9842,"Rp37,942"
64,KALIMANTAN TIMUR,Daging Ayam Ras,Desember,2023,6168,"Rp42,055"
65,KALIMANTAN UTARA,Daging Ayam Ras,Desember,2023,478,"Rp48,306"
71,SULAWESI UTARA,Daging Ayam Ras,Desember,2023,1038,"Rp35,986"
72,SULAWESI TENGAH,Daging Ayam Ras,Desember,2023,960,"Rp34,814"
73,SULAWESI SELATAN,Daging Ayam Ras,Desember,2023,9933,"Rp27,364"
74,SULAWESI TENGGARA,Daging Ayam Ras,Desember,2023,979,"Rp35,757"
75,GORONTALO,Daging Ayam Ras,Desember,2023,696,"Rp31,613"
76,SULAWESI BARAT,Daging Ayam Ras,Desember,2023,311,"Rp29,896"
81,MALUKU,Daging Ayam Ras,Desember,2023,22,"Rp49,993"
82,MALUKU UTARA,Daging Ayam Ras,Desember,2023,11,"Rp46,154"
91,PAPUA BARAT,Daging Ayam Ras,Desember,2023,136,"Rp49,287"
94,PAPUA,Daging Ayam Ras,Desember,2023,531,"Rp44,257"
11,ACEH,Daging Sapi Murni,Desember,2023,1152,"Rp154,756"
12,SUMATERA UTARA,Daging Sapi Murni,Desember,2023,1248,"Rp135,558"
13,SUMATERA BARAT,Daging Sapi Murni,Desember,2023,1915,"Rp143,260"
14,RIAU,Daging Sapi Murni,Desember,2023,911,"Rp147,730"
15,JAMBI,Daging Sapi Murni,Desember,2023,271,"Rp136,500"
16,SUMATERA SELATAN,Daging Sapi Murni,Desember,2023,677,"Rp134,420"
17,BENGKULU,Daging Sapi Murni,Desember,2023,263,"Rp134,332"
18,LAMPUNG,Daging Sapi Murni,Desember,2023,1894,"Rp135,152"
19,KEPULAUAN BANGKA BELITUNG,Daging Sapi Murni,Desember,2023,121,"Rp147,247"
21,KEPULAUAN RIAU,Daging Sapi Murni,Desember,2023,61,"Rp152,701"
31,DKI JAKARTA,Daging Sapi Murni,Desember,2023,1224,"Rp136,790"
32,JAWA BARAT,Daging Sapi Murni,Desember,2023,5216,"Rp132,527"
33,JAWA TENGAH,Daging Sapi Murni,Desember,2023,4712,"Rp130,635"
34,DI YOGYAKARTA,Daging Sapi Murni,Desember,2023,247,"Rp135,444"
35,JAWA TIMUR,Daging Sapi Murni,Desember,2023,12004,"Rp117,311"
36,BANTEN,Daging Sapi Murni,Desember,2023,769,"Rp135,000"
51,BALI,Daging Sapi Murni,Desember,2023,259,"Rp118,291"
52,NUSA TENGGARA BARAT,Daging Sapi Murni,Desember,2023,790,"Rp121,418"
53,NUSA TENGGARA TIMUR,Daging Sapi Murni,Desember,2023,619,"Rp115,225"
61,KALIMANTAN BARAT,Daging Sapi Murni,Desember,2023,347,"Rp156,860"
62,KALIMANTAN TENGAH,Daging Sapi Murni,Desember,2023,175,"Rp157,012"
63,KALIMANTAN SELATAN,Daging Sapi Murni,Desember,2023,438,"Rp154,448"
64,KALIMANTAN TIMUR,Daging Sapi Murni,Desember,2023,648,"Rp156,926"
65,KALIMANTAN UTARA,Daging Sapi Murni,Desember,2023,68,"Rp164,760"
71,SULAWESI UTARA,Daging Sapi Murni,Desember,2023,172,"Rp134,436"
72,SULAWESI TENGAH,Daging Sapi Murni,Desember,2023,388,"Rp136,012"
73,SULAWESI SELATAN,Daging Sapi Murni,Desember,2023,976,"Rp125,378"
74,SULAWESI TENGGARA,Daging Sapi Murni,Desember,2023,346,"Rp134,449"
75,GORONTALO,Daging Sapi Murni,Desember,2023,230,"Rp134,823"
76,SULAWESI BARAT,Daging Sapi Murni,Desember,2023,220,"Rp126,000"
81,MALUKU,Daging Sapi Murni,Desember,2023,0,"Rp113,394"
82,MALUKU UTARA,Daging Sapi Murni,Desember,2023,69,"Rp130,658"
91,PAPUA BARAT,Daging Sapi Murni,Desember,2023,42,"Rp135,067"
94,PAPUA,Daging Sapi Murni,Desember,2023,82,"Rp154,341"
95,PAPUA PEGUNUNGAN,Daging Sapi Murni,Desember,2023,0,
11,ACEH,Telur Ayam Ras,Desember,2023,224,"Rp24,906"
12,SUMATERA UTARA,Telur Ayam Ras,Desember,2023,45390,"Rp27,185"
13,SUMATERA BARAT,Telur Ayam Ras,Desember,2023,29944,"Rp27,973"
14,RIAU,Telur Ayam Ras,Desember,2023,560,"Rp26,386"
15,JAMBI,Telur Ayam Ras,Desember,2023,3358,"Rp27,467"
16,SUMATERA SELATAN,Telur Ayam Ras,Desember,2023,18544,"Rp26,662"
17,BENGKULU,Telur Ayam Ras,Desember,2023,616,"Rp25,632"
18,LAMPUNG,Telur Ayam Ras,Desember,2023,19724,"Rp27,721"
19,KEPULAUAN BANGKA BELITUNG,Telur Ayam Ras,Desember,2023,2837,"Rp28,500"
21,KEPULAUAN RIAU,Telur Ayam Ras,Desember,2023,1680,"Rp30,539"
31,DKI JAKARTA,Telur Ayam Ras,Desember,2023,,"Rp27,773"
32,JAWA BARAT,Telur Ayam Ras,Desember,2023,65528,"Rp27,338"
33,JAWA TENGAH,Telur Ayam Ras,Desember,2023,81996,"Rp26,482"
34,DI YOGYAKARTA,Telur Ayam Ras,Desember,2023,12964,"Rp25,891"
35,JAWA TIMUR,Telur Ayam Ras,Desember,2023,167708,"Rp26,121"
36,BANTEN,Telur Ayam Ras,Desember,2023,22438,"Rp26,869"
51,BALI,Telur Ayam Ras,Desember,2023,19226,"Rp26,307"
52,NUSA TENGGARA BARAT,Telur Ayam Ras,Desember,2023,4785,"Rp29,768"
53,NUSA TENGGARA TIMUR,Telur Ayam Ras,Desember,2023,396,"Rp31,865"
61,KALIMANTAN BARAT,Telur Ayam Ras,Desember,2023,5011,"Rp30,168"
62,KALIMANTAN TENGAH,Telur Ayam Ras,Desember,2023,994,"Rp31,349"
63,KALIMANTAN SELATAN,Telur Ayam Ras,Desember,2023,8443,"Rp29,234"
64,KALIMANTAN TIMUR,Telur Ayam Ras,Desember,2023,2975,"Rp31,451"
65,KALIMANTAN UTARA,Telur Ayam Ras,Desember,2023,232,"Rp32,773"
71,SULAWESI UTARA,Telur Ayam Ras,Desember,2023,3267,"Rp31,247"
72,SULAWESI TENGAH,Telur Ayam Ras,Desember,2023,1742,"Rp28,625"
73,SULAWESI SELATAN,Telur Ayam Ras,Desember,2023,18210,"Rp25,215"
74,SULAWESI TENGGARA,Telur Ayam Ras,Desember,2023,244,"Rp27,093"
75,GORONTALO,Telur Ayam Ras,Desember,2023,294,"Rp30,680"
76,SULAWESI BARAT,Telur Ayam Ras,Desember,2023,88,"Rp26,747"
81,MALUKU,Telur Ayam Ras,Desember,2023,62,"Rp36,455"
82,MALUKU UTARA,Telur Ayam Ras,Desember,2023,19,"Rp33,268"
91,PAPUA BARAT,Telur Ayam Ras,Desember,2023,745,"Rp41,237"
94,PAPUA,Telur Ayam Ras,Desember,2023,812,"Rp40,681"
11,ACEH,Cabai Rawit Merah,Januari,2024,6874,"Rp35,000"
12,SUMATERA UTARA,Cabai Rawit Merah,Januari,2024,7563,"Rp47,214"
13,SUMATERA BARAT,Cabai Rawit Merah,Januari,2024,3289,"Rp48,415"
14,RIAU,Cabai Rawit Merah,Januari,2024,668,"Rp64,197"
15,JAMBI,Cabai Rawit Merah,Januari,2024,4227,"Rp49,431"
16,SUMATERA SELATAN,Cabai Rawit Merah,Januari,2024,1426,"Rp50,913"
17,BENGKULU,Cabai Rawit Merah,Januari,2024,2169,"Rp47,361"
18,LAMPUNG,Cabai Rawit Merah,Januari,2024,864,"Rp47,792"
19,KEPULAUAN BANGKA BELITUNG,Cabai Rawit Merah,Januari,2024,439,"Rp69,722"
21,KEPULAUAN RIAU,Cabai Rawit Merah,Januari,2024,134,"Rp70,288"
31,DKI JAKARTA,Cabai Rawit Merah,Januari,2024,,"Rp72,531"
32,JAWA BARAT,Cabai Rawit Merah,Januari,2024,14666,"Rp59,324"
33,JAWA TENGAH,Cabai Rawit Merah,Januari,2024,15904,"Rp48,731"
34,DI YOGYAKARTA,Cabai Rawit Merah,Januari,2024,2267,"Rp46,497"
35,JAWA TIMUR,Cabai Rawit Merah,Januari,2024,37342,"Rp44,575"
36,BANTEN,Cabai Rawit Merah,Januari,2024,167,"Rp58,850"
51,BALI,Cabai Rawit Merah,Januari,2024,1240,"Rp46,009"
52,NUSA TENGGARA BARAT,Cabai Rawit Merah,Januari,2024,6352,"Rp41,845"
53,NUSA TENGGARA TIMUR,Cabai Rawit Merah,Januari,2024,515,"Rp70,562"
61,KALIMANTAN BARAT,Cabai Rawit Merah,Januari,2024,904,"Rp54,380"
62,KALIMANTAN TENGAH,Cabai Rawit Merah,Januari,2024,353,"Rp64,939"
63,KALIMANTAN SELATAN,Cabai Rawit Merah,Januari,2024,818,"Rp49,368"
64,KALIMANTAN TIMUR,Cabai Rawit Merah,Januari,2024,532,"Rp55,676"
65,KALIMANTAN UTARA,Cabai Rawit Merah,Januari,2024,617,"Rp86,119"
71,SULAWESI UTARA,Cabai Rawit Merah,Januari,2024,1151,"Rp46,566"
72,SULAWESI TENGAH,Cabai Rawit Merah,Januari,2024,1570,"Rp60,709"
73,SULAWESI SELATAN,Cabai Rawit Merah,Januari,2024,3067,"Rp44,996"
74,SULAWESI TENGGARA,Cabai Rawit Merah,Januari,2024,266,"Rp87,900"
75,GORONTALO,Cabai Rawit Merah,Januari,2024,873,"Rp39,955"
76,SULAWESI BARAT,Cabai Rawit Merah,Januari,2024,337,"Rp46,650"
81,MALUKU,Cabai Rawit Merah,Januari,2024,427,"Rp98,626"
82,MALUKU UTARA,Cabai Rawit Merah,Januari,2024,451,"Rp86,848"
91,PAPUA,Cabai Rawit Merah,Januari,2024,344,"Rp107,411"
92,PAPUA BARAT,Cabai Rawit Merah,Januari,2024,85,"Rp78,752"
93,PAPUA SELATAN,Cabai Rawit Merah,Januari,2024,,"Rp72,500"
94,PAPUA TENGAH,Cabai Rawit Merah,Januari,2024,,"Rp82,958"
95,PAPUA PEGUNUNGAN,Cabai Rawit Merah,Januari,2024,0,"Rp114,742"
96,PAPUA BARAT DAYA,Cabai Rawit Merah,Januari,2024,,"Rp71,265"
11,ACEH,Daging Ayam Ras,Januari,2024,3622,"Rp29,038"
12,SUMATERA UTARA,Daging Ayam Ras,Januari,2024,19250,"Rp32,238"
13,SUMATERA BARAT,Daging Ayam Ras,Januari,2024,6585,"Rp31,051"
14,RIAU,Daging Ayam Ras,Januari,2024,4852,"Rp32,765"
15,JAMBI,Daging Ayam Ras,Januari,2024,4996,"Rp34,046"
16,SUMATERA SELATAN,Daging Ayam Ras,Januari,2024,12354,"Rp31,572"
17,BENGKULU,Daging Ayam Ras,Januari,2024,1034,"Rp33,848"
18,LAMPUNG,Daging Ayam Ras,Januari,2024,9618,"Rp33,300"
19,KEPULAUAN BANGKA BELITUNG,Daging Ayam Ras,Januari,2024,2222,"Rp36,129"
21,KEPULAUAN RIAU,Daging Ayam Ras,Januari,2024,1790,"Rp40,590"
31,DKI JAKARTA,Daging Ayam Ras,Januari,2024,,"Rp38,816"
32,JAWA BARAT,Daging Ayam Ras,Januari,2024,70048,"Rp34,473"
33,JAWA TENGAH,Daging Ayam Ras,Januari,2024,67743,"Rp33,779"
34,DI YOGYAKARTA,Daging Ayam Ras,Januari,2024,6053,"Rp32,267"
35,JAWA TIMUR,Daging Ayam Ras,Januari,2024,40233,"Rp32,038"
36,BANTEN,Daging Ayam Ras,Januari,2024,15256,"Rp35,799"
51,BALI,Daging Ayam Ras,Januari,2024,8427,"Rp38,106"
52,NUSA TENGGARA BARAT,Daging Ayam Ras,Januari,2024,4174,"Rp41,257"
53,NUSA TENGGARA TIMUR,Daging Ayam Ras,Januari,2024,1703,"Rp43,601"
61,KALIMANTAN BARAT,Daging Ayam Ras,Januari,2024,6323,"Rp45,751"
62,KALIMANTAN TENGAH,Daging Ayam Ras,Januari,2024,3343,"Rp47,968"
63,KALIMANTAN SELATAN,Daging Ayam Ras,Januari,2024,10199,"Rp38,559"
64,KALIMANTAN TIMUR,Daging Ayam Ras,Januari,2024,5996,"Rp45,688"
65,KALIMANTAN UTARA,Daging Ayam Ras,Januari,2024,570,"Rp49,511"
71,SULAWESI UTARA,Daging Ayam Ras,Januari,2024,2121,"Rp36,331"
72,SULAWESI TENGAH,Daging Ayam Ras,Januari,2024,1146,"Rp35,346"
73,SULAWESI SELATAN,Daging Ayam Ras,Januari,2024,10209,"Rp28,925"
74,SULAWESI TENGGARA,Daging Ayam Ras,Januari,2024,891,"Rp36,667"
75,GORONTALO,Daging Ayam Ras,Januari,2024,686,"Rp33,193"
76,SULAWESI BARAT,Daging Ayam Ras,Januari,2024,725,"Rp30,980"
81,MALUKU,Daging Ayam Ras,Januari,2024,118,"Rp48,878"
82,MALUKU UTARA,Daging Ayam Ras,Januari,2024,13,"Rp46,201"
91,PAPUA,Daging Ayam Ras,Januari,2024,459,"Rp42,720"
92,PAPUA BARAT,Daging Ayam Ras,Januari,2024,48,"Rp50,540"
93,PAPUA SELATAN,Daging Ayam Ras,Januari,2024,,"Rp50,000"
94,PAPUA TENGAH,Daging Ayam Ras,Januari,2024,,"Rp48,400"
95,PAPUA PEGUNUNGAN,Daging Ayam Ras,Januari,2024,,"Rp58,032"
96,PAPUA BARAT DAYA,Daging Ayam Ras,Januari,2024,,"Rp49,974"
11,ACEH,Daging Sapi Murni,Januari,2024,1140,"Rp154,658"
12,SUMATERA UTARA,Daging Sapi Murni,Januari,2024,1314,"Rp134,962"
13,SUMATERA BARAT,Daging Sapi Murni,Januari,2024,1181,"Rp142,513"
14,RIAU,Daging Sapi Murni,Januari,2024,1009,"Rp147,580"
15,JAMBI,Daging Sapi Murni,Januari,2024,191,"Rp136,538"
16,SUMATERA SELATAN,Daging Sapi Murni,Januari,2024,549,"Rp134,217"
17,BENGKULU,Daging Sapi Murni,Januari,2024,433,"Rp134,775"
18,LAMPUNG,Daging Sapi Murni,Januari,2024,1333,"Rp134,032"
19,KEPULAUAN BANGKA BELITUNG,Daging Sapi Murni,Januari,2024,95,"Rp143,731"
21,KEPULAUAN RIAU,Daging Sapi Murni,Januari,2024,68,"Rp153,834"
31,DKI JAKARTA,Daging Sapi Murni,Januari,2024,1013,"Rp135,928"
32,JAWA BARAT,Daging Sapi Murni,Januari,2024,4609,"Rp132,695"
33,JAWA TENGAH,Daging Sapi Murni,Januari,2024,4371,"Rp129,962"
34,DI YOGYAKARTA,Daging Sapi Murni,Januari,2024,275,"Rp135,907"
35,JAWA TIMUR,Daging Sapi Murni,Januari,2024,6302,"Rp116,785"
36,BANTEN,Daging Sapi Murni,Januari,2024,1706,"Rp133,951"
51,BALI,Daging Sapi Murni,Januari,2024,381,"Rp116,082"
52,NUSA TENGGARA BARAT,Daging Sapi Murni,Januari,2024,851,"Rp121,633"
53,NUSA TENGGARA TIMUR,Daging Sapi Murni,Januari,2024,628,"Rp116,362"
61,KALIMANTAN BARAT,Daging Sapi Murni,Januari,2024,228,"Rp155,345"
62,KALIMANTAN TENGAH,Daging Sapi Murni,Januari,2024,315,"Rp155,379"
63,KALIMANTAN SELATAN,Daging Sapi Murni,Januari,2024,398,"Rp152,997"
64,KALIMANTAN TIMUR,Daging Sapi Murni,Januari,2024,486,"Rp155,592"
65,KALIMANTAN UTARA,Daging Sapi Murni,Januari,2024,22,"Rp163,163"
71,SULAWESI UTARA,Daging Sapi Murni,Januari,2024,280,"Rp133,519"
72,SULAWESI TENGAH,Daging Sapi Murni,Januari,2024,343,"Rp134,557"
73,SULAWESI SELATAN,Daging Sapi Murni,Januari,2024,934,"Rp125,290"
74,SULAWESI TENGGARA,Daging Sapi Murni,Januari,2024,272,"Rp134,715"
75,GORONTALO,Daging Sapi Murni,Januari,2024,106,"Rp132,607"
76,SULAWESI BARAT,Daging Sapi Murni,Januari,2024,96,"Rp125,231"
81,MALUKU,Daging Sapi Murni,Januari,2024,28,"Rp116,414"
82,MALUKU UTARA,Daging Sapi Murni,Januari,2024,103,"Rp130,970"
91,PAPUA,Daging Sapi Murni,Januari,2024,79,"Rp151,645"
92,PAPUA BARAT,Daging Sapi Murni,Januari,2024,15,"Rp131,127"
93,PAPUA SELATAN,Daging Sapi Murni,Januari,2024,,"Rp140,000"
94,PAPUA TENGAH,Daging Sapi Murni,Januari,2024,,"Rp157,066"
95,PAPUA PEGUNUNGAN,Daging Sapi Murni,Januari,2024,29,"Rp146,935"
96,PAPUA BARAT DAYA,Daging Sapi Murni,Januari,2024,,"Rp150,000"
11,ACEH,Telur Ayam Ras,Januari,2024,269,"Rp24,637"
12,SUMATERA UTARA,Telur Ayam Ras,Januari,2024,46251,"Rp27,153"
13,SUMATERA BARAT,Telur Ayam Ras,Januari,2024,25729,"Rp27,489"
14,RIAU,Telur Ayam Ras,Januari,2024,464,"Rp26,467"
15,JAMBI,Telur Ayam Ras,Januari,2024,3166,"Rp27,499"
16,SUMATERA SELATAN,Telur Ayam Ras,Januari,2024,17910,"Rp26,390"
17,BENGKULU,Telur Ayam Ras,Januari,2024,775,"Rp25,945"
18,LAMPUNG,Telur Ayam Ras,Januari,2024,17034,"Rp26,913"
19,KEPULAUAN BANGKA BELITUNG,Telur Ayam Ras,Januari,2024,1125,"Rp28,704"
21,KEPULAUAN RIAU,Telur Ayam Ras,Januari,2024,1606,"Rp31,042"
31,DKI JAKARTA,Telur Ayam Ras,Januari,2024,,"Rp27,699"
32,JAWA BARAT,Telur Ayam Ras,Januari,2024,59321,"Rp26,825"
33,JAWA TENGAH,Telur Ayam Ras,Januari,2024,63038,"Rp26,040"
34,DI YOGYAKARTA,Telur Ayam Ras,Januari,2024,9699,"Rp25,988"
35,JAWA TIMUR,Telur Ayam Ras,Januari,2024,155294,"Rp25,599"
36,BANTEN,Telur Ayam Ras,Januari,2024,25433,"Rp26,468"
51,BALI,Telur Ayam Ras,Januari,2024,17782,"Rp26,173"
52,NUSA TENGGARA BARAT,Telur Ayam Ras,Januari,2024,3829,"Rp30,618"
53,NUSA TENGGARA TIMUR,Telur Ayam Ras,Januari,2024,378,"Rp31,306"
61,KALIMANTAN BARAT,Telur Ayam Ras,Januari,2024,7140,"Rp30,105"
62,KALIMANTAN TENGAH,Telur Ayam Ras,Januari,2024,339,"Rp31,202"
63,KALIMANTAN SELATAN,Telur Ayam Ras,Januari,2024,8714,"Rp28,461"
64,KALIMANTAN TIMUR,Telur Ayam Ras,Januari,2024,2870,"Rp32,709"
65,KALIMANTAN UTARA,Telur Ayam Ras,Januari,2024,142,"Rp32,734"
71,SULAWESI UTARA,Telur Ayam Ras,Januari,2024,3171,"Rp30,932"
72,SULAWESI TENGAH,Telur Ayam Ras,Januari,2024,1883,"Rp27,810"
73,SULAWESI SELATAN,Telur Ayam Ras,Januari,2024,22041,"Rp25,074"
74,SULAWESI TENGGARA,Telur Ayam Ras,Januari,2024,464,"Rp28,425"
75,GORONTALO,Telur Ayam Ras,Januari,2024,796,"Rp31,199"
76,SULAWESI BARAT,Telur Ayam Ras,Januari,2024,157,"Rp27,564"
81,MALUKU,Telur Ayam Ras,Januari,2024,60,"Rp36,171"
82,MALUKU UTARA,Telur Ayam Ras,Januari,2024,14,"Rp33,882"
91,PAPUA,Telur Ayam Ras,Januari,2024,337,"Rp42,117"
92,PAPUA BARAT,Telur Ayam Ras,Januari,2024,93,"Rp43,662"
93,PAPUA SELATAN,Telur Ayam Ras,Januari,2024,,"Rp38,500"
94,PAPUA TENGAH,Telur Ayam Ras,Januari,2024,,"Rp44,267"
95,PAPUA PEGUNUNGAN,Telur Ayam Ras,Januari,2024,,"Rp40,227"
